Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Jusuf Nurkic,,,C,POR,@ ATL,18th,117.50,7100,21,59.5,29.9,3.2,1.28,45.98,11.84,10.99,9.04,21.9,8.6,23.4,27.50,0%,D,B,30.93,30.93,100,,63,4.4,Y,23,,19.25,2.7
Draymond Green,,,PF/C,GSW,@ NOP,12th,117.25,7000,19.1,62,32.3,8.6,1.04,37.54,11.01,12.27,10.25,13.2,5.9,31.0,33.50,0%,B,B,36.55,36.55,100,,62,5.2,Y,37,,61.25,8.8
John Collins,,,PF/C,ATL,vs POR,24th,119.50,7000,19.3,58.7,32.6,1.3,1.09,39.43,10.47,11.25,8.51,22.1,12.5,29.8,29.25,0%,C,B,34.42,34.42,100,,65,4.9,Y,19,,26.50,3.8
Andre Drummond,,,C,LAL,vs DEN,12th,104.75,7000,13.7,67.7,39.4,2.2,1.43,51.52,13.48,15.42,9.64,28.6,13.4,27.6,25.75,0%,C,B,34.45,34.45,100,,61,4.9,Y,22,,8.00,1.1
Cole Anthony,,,PG,ORL,@ DET,26th,104.50,6900,19.9,50,26.5,4.3,0.97,35.01,8.84,8.59,8.16,23.3,11.4,27.2,33.25,0%,C,B,32.85,32.85,100,,68,4.8,Y,21,,18.00,2.6
Tobias Harris,,,SF/PF,PHI,@ CHI,3rd,108.75,6900,19,55.2,37.5,3.7,1.15,41.29,10.48,10.35,9.02,24.0,14.9,32.7,31.00,0%,C,B,32.67,32.67,100,,72,4.7,Y,35,,39.25,5.7
Bojan Bogdanovic,,,SF/PF,UTA,vs SAS,10th,113.75,6900,13.2,50.4,25.5,1.9,0.83,29.94,11.49,10.62,10.69,21.9,12.3,30.6,33.50,0%,D,B,30.54,30.54,100,,58,4.4,Y,33,,31.25,4.5
Jerami Grant,,,PF,DET,vs ORL,20th,106.50,6800,0,20,36.1,2.8,1.06,38.16,9.05,10.01,0,28.4,17.4,34.1,0.00,0%,B,B,35.68,35.68,100,,72,5.2,,,,,
RJ Barrett,,,SF,NYK,@ MEM,4th,108.50,6800,18.4,51,31.3,3.0,0.90,32.46,7.57,9.30,7.46,23.5,14.7,34.8,35.50,0%,B,B,35.31,35.31,100,,70,5.2,Y,34,,28.75,4.2
Oshae Brissett,,,PF/C,IND,@ WAS,9th,121.00,6700,8.1,72.8,24.2,0.8,1.05,37.79,14.72,18.47,14.41,14.2,6.6,23.1,35.25,0%,B,B,35.59,35.59,100,,24,5.3,Y,26,,18.00,2.7
Derrick White,,,PG/SG,SAS,@ UTA,23rd,106.75,6700,0,20,28.4,3.5,0.96,34.57,11.52,10.00,0,22.6,12.6,29.5,0.00,0%,,,0,0,100,,65,0,,,,,
Joe Ingles,,,SG/SF,UTA,vs SAS,11th,113.75,6600,12.6,48.7,25.9,4.5,0.94,33.82,11.81,10.31,10.66,16.3,8.2,27.6,32.50,0%,B,B,33.47,33.47,100,,60,5.1,Y,31,,33.00,5
Dennis Schroder,,,PG,LAL,vs DEN,11th,104.75,6600,0,18.7,30.7,5.8,0.95,34.29,9.07,9.35,0,22.8,12.5,32.2,0.00,0%,,,0,0,100,,70,0,,,,,
Coby White,,,PG,CHI,vs PHI,12th,101.75,6500,14,50.1,28.4,4.7,0.92,33.04,8.83,10.32,8.28,22.5,12.9,31.0,33.75,0%,B,B,32.77,32.77,100,,64,5,Y,29,,34.00,5.2
Norman Powell,,,SG/SF,POR,@ ATL,19th,117.50,6400,16.3,56.1,28.7,1.9,0.91,32.70,10.17,11.36,9.75,23.0,13.3,31.6,34.50,0%,C,C,28.9,28.9,100,,60,4.5,Y,32,,26.50,4.1
Isaiah Stewart,,,C,DET,vs ORL,15th,106.50,6300,15.9,51.9,20.5,0.8,0.99,35.71,11.68,10.27,9.81,15.0,5.6,20.7,30.25,0%,D,C,27.64,27.64,100,,50,4.4,Y,32,,29.00,4.6
Nickeil Alexander-Walker,,,PG,NOP,vs GSW,15th,119.25,6200,0,24.4,20.1,2.0,0.97,34.94,13.80,12.22,0,23.6,9.2,20.7,0.00,0%,,,0,0,100,,39,0,,,,,
Mason Plumlee,,,C,DET,vs ORL,22nd,106.50,6100,0,20.8,30.3,3.6,1.13,40.69,10.57,10.41,0,16.4,6.7,26.8,0.00,0%,D,C,27.44,27.44,100,,66,4.5,,,,,
Thaddeus Young,,,PF/C,CHI,vs PHI,10th,101.75,6100,21.3,51,28.9,4.3,1.19,43.03,11.44,8.48,10.33,22.5,9.6,24.2,32.50,0%,A,B,34.53,34.53,100,,71,5.7,Y,28,,23.00,3.8
Terrence Ross,,,SG/SF,ORL,@ DET,23rd,104.50,6000,0,21,26.6,2.4,0.91,32.74,11.16,10.52,0,23.8,13.4,29.2,0.00,0%,,,0,0,100,,60,0,,,,,
Kelly Oubre Jr.,,,SF/PF,GSW,@ NOP,10th,117.25,6000,0,22.1,28.9,1.3,0.94,33.88,10.25,11.03,0,22.3,13.2,30.7,0.00,0%,,,0,0,100,,62,0,,,,,
Jaren Jackson Jr.,,,PF,MEM,vs NYK,7th,112.50,6000,16.9,39.1,26.5,1.0,1.22,43.76,12.62,6.34,8.33,27.6,11.2,21.8,23.75,0%,E,C,23.99,23.99,100,,76,4,,20,,19.25,3.2
Saddiq Bey,,,SF,DET,vs ORL,20th,106.50,5900,10.5,52.3,21.8,1.3,0.83,29.90,11.70,11.95,11.21,18.5,9.3,26.2,34.50,0%,E,C,23.99,23.99,100,,45,4.1,Y,30,,44.25,7.5
Wendell Carter Jr.,,,C,ORL,@ DET,19th,104.50,5900,12.6,45.1,27.2,2.0,1.07,38.35,10.74,9.30,7.76,19.2,8.5,25.5,26.00,0%,C,C,28.5,28.5,100,,66,4.8,Y,19,,19.25,3.3
Myles Turner,,,C,IND,@ WAS,9th,121.00,5900,0,19.9,31.0,1.0,1.00,36.07,9.30,9.94,0,16.5,9.2,31.0,0.00,0%,,,0.00,0.00,100,,68,0,,,,,
Josh Hart,,,SG,NOP,vs GSW,15th,119.25,5900,0,19.8,25.2,2.3,0.88,31.58,10.10,9.90,0,13.4,7.3,28.7,0.00,0%,,,0,0,100,,61,0,,,,,
Kyle Anderson,,,SF/PF,MEM,vs NYK,5th,112.50,5800,13.9,45,29.1,3.5,1.07,38.50,10.25,8.87,7.33,18.5,9.6,27.2,25.75,0%,D,C,26.02,26.02,100,,70,4.5,Y,32,,36.00,6.2
Derrick Rose,,,PG/SG,NYK,@ MEM,5th,108.50,5700,19.6,50.8,26.0,4.2,1.04,37.37,10.43,8.92,8.33,25.9,12.0,25.0,28.75,0%,C,C,26.72,26.72,100,,66,4.7,,27,,33.50,5.9
Dillon Brooks,,,SG/SF,MEM,vs NYK,5th,112.50,5700,15.4,46.8,27.0,2.3,0.92,33.05,8.55,8.95,7.3,26.1,15.1,29.4,30.75,0%,C,C,26.82,26.82,100,,67,4.7,Y,35,,34.25,6
Will Barton,,,SG/SF,DEN,@ LAL,21st,108.75,5700,0,19.9,25.2,3.2,0.81,29.26,9.37,9.93,0,18.7,10.9,31.0,0.00,0%,,,0,0,100,,61,0,,,,,
Josh Jackson,,,SG/SF,DET,vs ORL,20th,106.50,5600,12.1,45.9,24.5,2.2,0.97,35.03,11.04,9.66,8.28,26.2,11.4,25.2,27.00,0%,E,C,22.76,22.76,100,,61,4.1,,22,,18.00,3.2
Jakob Poeltl,,,C,SAS,@ UTA,28th,106.75,5600,17.2,52.9,25.8,1.9,0.97,34.94,9.99,10.18,8.19,13.2,6.0,26.6,29.50,0%,C,C,26.36,26.36,100,,61,4.7,Y,20,,14.75,2.6
T.J. McConnell,,,PG,IND,@ WAS,7th,121.00,5400,11.3,49,25.7,6.5,1.01,36.48,9.47,10.77,6.38,14.7,6.7,25.4,24.25,0%,B,C,28.83,28.83,100,,58,5.3,,31,,40.75,7.5
Kevin Huerter,,,SG/SF,ATL,vs POR,28th,119.50,5400,9,40.9,25.1,3.5,0.80,28.96,8.39,9.11,6.06,17.3,10.7,31.2,26.00,0%,D,D,21.81,21.81,100,,64,4,,20,,18.50,3.4
Killian Hayes,,,PG,DET,vs ORL,21st,106.50,5200,9.1,44.6,17.9,4.8,0.76,27.30,11.56,10.16,9.87,18.4,7.1,23.6,30.75,0%,C,C,0,0,100,,43,0,Y,28,,21.50,4.1
Kent Bazemore,,,SF,GSW,@ NOP,10th,117.25,5200,14.6,49.5,16.3,1.6,0.88,31.61,11.33,9.95,10.23,16.6,5.5,18.5,32.50,0%,B,C,27.53,27.53,100,,39,5.3,Y,31,,31.50,6.1
Guillermo Hernangomez,,,C,NOP,vs GSW,20th,119.25,5200,14.7,54.2,18.3,0.9,1.09,39.30,17.79,11.27,13.34,16.3,5.2,16.8,27.00,0%,B,C,25.58,25.58,100,,38,4.9,Y,25,,22.25,4.3
Robert Covington,,,PF/C,POR,@ ATL,15th,117.50,5200,17.3,50.2,25.5,1.7,0.79,28.65,8.94,9.41,8.01,11.7,7.4,32.1,32.25,0%,C,C,25.12,25.12,100,,63,4.8,Y,32,,30.25,5.8
Kyle Kuzma,,,SF/PF,LAL,vs DEN,13th,104.75,5200,14.5,48.2,26.2,1.8,0.92,33.03,9.98,9.63,9.43,20.1,11.2,28.6,34.00,0%,A,C,29.75,29.75,100,,63,5.7,Y,31,,14.50,2.8
Mohamed Bamba,,,C,ORL,@ DET,19th,104.50,5100,12.2,49.7,17.5,0.6,1.23,44.43,22.11,10.73,14.13,22.0,6.0,14.2,23.00,0%,A,C,29.52,29.52,100,,39,5.8,,29,,46.25,9.1
Nerlens Noel,,,C,NYK,@ MEM,4th,108.50,5100,0,17.9,20.3,0.8,0.86,30.85,9.61,8.94,0,9.9,3.6,23.6,0.00,0%,D,C,0,0,100,,56,0,,,,,
Aaron Gordon,,,SF/PF,DEN,@ LAL,30th,108.75,5100,11.4,51.1,27.7,3.4,0.98,35.45,10.20,11.35,7.86,20.8,10.2,28.2,27.75,0%,C,C,23.78,23.78,100,,59,4.7,Y,25,,21.00,4.1
Chuma Okeke,,,PF/C,ORL,@ DET,23rd,104.50,5000,0,19.2,19.4,2.2,0.77,27.80,9.73,9.58,0,13.8,7.2,25.2,0.00,0%,,,0,0,100,,51,0,,,,,
De'Andre Hunter,,,SF,ATL,vs POR,27th,119.50,5000,0,20.6,28.5,2.1,0.91,32.83,7.67,10.32,0,19.4,11.3,31.3,0.00,0%,,,0.00,0.00,100,,64,0,,,,,
Reggie Bullock,,,SG/SF,NYK,@ MEM,4th,108.50,5000,10.6,36.8,19.7,1.5,0.68,24.48,7.43,7.48,6.45,14.6,8.4,28.9,31.25,0%,C,C,22.98,22.98,100,,62,4.6,Y,34,,23.25,4.7
Keldon Johnson,,,PF,SAS,@ UTA,24th,106.75,5000,13.4,49.7,25.8,1.8,0.89,31.89,9.70,10.38,8.49,18.9,10.4,29.1,31.50,0%,B,C,26.79,26.79,100,,60,5.4,Y,26,,13.00,2.6
Cory Joseph,,,PG/SG,DET,vs ORL,21st,106.50,4900,0,20.2,18.2,3.2,0.81,28.94,11.79,10.11,0,15.8,6.5,22.6,0.00,0%,C,C,22.73,22.73,100,,44,4.6,,,,,
Dwayne Bacon,,,SG/SF,ORL,@ DET,21st,104.50,4900,12.5,41.2,17.8,1.2,0.69,24.88,10.33,8.19,10.04,19.3,9.9,25.8,35.00,0%,C,C,24.13,24.13,100,,54,4.9,Y,23,,20.50,4.2
Lou Williams,,,PG/SG,ATL,vs POR,25th,119.50,4900,0.6,36.1,21.1,3.4,0.95,34.35,12.49,10.15,5.12,25.9,10.2,22.2,14.75,0%,E,D,17.7,17.7,100,,52,3.6,,15,,13.00,2.7
James Ennis,,,SF/PF,ORL,@ DET,23rd,104.50,4800,0,16.6,17.8,1.5,0.74,26.74,10.36,8.32,0,14.0,5.9,24.0,0.00,0%,,,0,0,100,,53,0,,,,,
Rui Hachimura,,,PF,WAS,vs IND,29th,125.00,4800,14.4,45.6,24.3,1.5,0.77,27.87,7.67,8.92,6.55,17.9,11.0,31.4,30.75,0%,C,C,22.77,22.77,100,,63,4.7,Y,31,,40.25,8.4
Eric Bledsoe,,,PG/SG,NOP,vs GSW,19th,119.25,4800,16.2,48.4,23.9,3.7,0.80,28.96,9.25,9.22,7.58,18.0,10.1,29.7,29.50,0%,C,D,21.67,21.67,100,,61,4.5,Y,33,,27.25,5.7
Danilo Gallinari,,,PF,ATL,vs POR,27th,119.50,4800,5.4,45.3,22.3,1.4,0.94,33.96,13.30,11.39,8.22,22.2,9.3,23.7,22.25,0%,D,D,20.88,20.88,100,,49,4.4,,32,,50.50,10.5
PJ Dozier,,,SG/SF,DEN,@ LAL,28th,108.75,4800,14.9,42.1,17.4,1.9,0.80,28.74,12.00,7.77,10.33,17.3,7.1,21.8,31.00,0%,C,C,23.28,23.28,100,,55,4.9,Y,22,,7.50,1.6
Michael Carter-Williams,,,PG,ORL,@ DET,26th,104.50,4700,0,18.7,22.5,4.1,0.87,31.39,10.52,9.36,0,20.3,8.7,25.8,0.00,0%,,,0,0,100,,58,0,,,,,
Frank Jackson,,,SG,DET,vs ORL,23rd,106.50,4700,7.5,43,14.3,0.8,0.82,29.29,16.65,10.13,13.76,21.7,7.0,17.5,29.75,0%,E,D,18.86,18.86,100,,29,4,,35,,28.00,6
Juan Toscano-Anderson,,,PF/C,GSW,@ NOP,10th,117.25,4700,9.6,47.1,16.3,2.5,0.83,29.92,12.98,10.73,10.46,10.0,3.7,19.7,29.00,0%,C,C,22.36,22.36,100,,34,4.8,,33,,28.75,6.1
Steven Adams,,,C,NOP,vs GSW,20th,119.25,4700,0,18.3,24.5,1.9,0.88,31.84,10.98,9.16,0,11.9,5.4,27.7,0.00,0%,B,C,0,0,100,,63,0,,,,,
Royce O'Neale,,,SF/PF,UTA,vs SAS,11th,113.75,4700,11.9,38.9,22.2,2.5,0.70,25.15,8.41,7.70,7.59,9.4,5.5,31.8,32.50,0%,C,C,22.76,22.76,100,,65,4.8,Y,32,,26.25,5.6
Moritz Wagner,,,PF/C,ORL,@ DET,19th,104.50,4600,16,50.9,12.9,1.1,0.94,33.98,15.47,9.97,13.43,16.8,4.4,13.7,31.25,0%,A,C,27.4,27.4,100,,23,6,Y,41,,19.50,4.2
Raulzinho Neto,,,PG/SG,WAS,vs IND,30th,125.00,4600,11.4,39.4,17.3,2.2,0.82,29.27,10.22,8.02,7.31,15.7,6.9,21.2,25.75,0%,D,D,20.68,20.68,100,,54,4.5,Y,24,,25.50,5.5
Enes Kanter,,,C,POR,@ ATL,18th,117.50,4600,4.7,47.1,30.0,1.3,1.19,42.84,12.32,12.10,6.16,17.6,8.0,25.2,18.00,0%,D,D,19.41,19.41,100,,60,4.2,,13,,10.25,2.2
Daniel Theis,,,PF/C,CHI,vs PHI,10th,101.75,4600,11.5,48.8,21.7,1.7,0.89,32.20,11.55,10.64,9.38,15.6,7.1,24.3,29.25,0%,A,C,27.04,27.04,100,,51,5.9,Y,40,,29.50,6.4
De'Anthony Melton,,,PG/SG,MEM,vs NYK,4th,112.50,4600,4,41.8,21.9,2.7,1.07,38.50,12.69,10.81,6.61,19.9,8.0,20.5,18.75,0%,D,D,20.63,20.63,100,,51,4.5,,9,,3.25,0.7
Facundo Campazzo,,,PG/SG,DEN,@ LAL,24th,108.75,4600,10.7,44.5,15.4,3.3,0.74,26.69,11.56,9.67,10.36,12.8,4.4,20.7,32.25,0%,C,D,21.83,21.83,100,,37,4.7,Y,37,,34.50,7.5
Montrezl Harrell,,,C,LAL,vs DEN,13th,104.75,4600,5.3,41,25.9,1.1,1.10,39.63,12.28,10.20,6.14,20.9,8.9,23.6,18.00,0%,E,D,16.2,16.2,100,,61,3.5,,9,,14.75,3.2
Otto Porter,,,SF/PF,ORL,@ DET,23rd,104.50,4500,0,21.9,21.2,2.0,0.98,35.32,11.51,10.97,0,18.4,8.1,21.6,0.00,0%,,,0,0,100,,48,0,,,,,
Edmond Sumner,,,SG/SF,IND,@ WAS,7th,121.00,4500,7.5,37.2,12.8,0.9,0.79,28.32,24.61,8.48,16.41,19.2,5.4,16.3,24.00,0%,B,C,22.56,22.56,100,,34,5,Y,16,,15.00,3.3
Jordan Poole,,,PG/SG,GSW,@ NOP,11th,117.25,4500,4.2,42.4,17.8,2.0,0.96,34.39,19.91,10.94,13.27,24.2,8.9,18.6,24.00,0%,D,D,20.59,20.59,100,,39,4.6,,17,,14.75,3.3
Cam Reddish,,,SG,ATL,vs POR,25th,119.50,4500,0,17,21.4,1.3,0.74,26.76,9.64,8.50,0,18.9,10.1,28.8,0.00,0%,,,0.00,0.00,100,,60,0,,,,,
Lauri Markkanen,,,PF/C,CHI,vs PHI,10th,101.75,4500,8.3,41.1,24.4,0.9,0.92,33.03,9.28,9.37,6.51,20.3,10.7,26.6,25.25,0%,B,C,24.17,24.17,100,,62,5.4,,17,,9.50,2.1
Grayson Allen,,,SG/SF,MEM,vs NYK,6th,112.50,4500,5.9,38.2,21.1,2.1,0.83,29.77,9.36,9.25,6.31,16.6,8.5,25.5,24.25,0%,D,D,19.5,19.5,100,,56,4.3,Y,26,,17.75,3.9
R.J. Hampton,,,PG/SG,ORL,@ DET,21st,104.50,4400,8.8,42.5,12.4,1.1,0.77,27.57,12.76,9.62,10.54,19.1,5.3,16.2,29.75,0%,A,C,24.58,24.58,100,,22,5.6,,35,,47.25,10.7
Daniel Gafford,,,C,WAS,vs IND,29th,125.00,4400,10.9,42.5,16.1,0.5,1.11,39.96,13.73,9.04,8.01,16.2,4.0,14.5,21.00,0%,C,D,21.32,21.32,100,,44,4.8,,15,,25.00,5.7
James Wiseman,,,C,GSW,@ NOP,10th,117.25,4400,0,14.9,21.6,0.7,1.01,36.29,11.50,7.46,0,24.7,9.5,21.4,0.00,0%,,,0.00,0.00,100,,65,0,,,,,
Furkan Korkmaz,,,SG/SF,PHI,@ CHI,2nd,108.75,4400,0.4,30.9,16.9,1.4,0.87,31.31,12.49,8.69,5.81,21.3,7.8,19.5,16.75,0%,E,E,13.13,13.13,100,,49,3,,5,,2.75,0.6
Gary Harris,,,SG/SF,ORL,@ DET,21st,104.50,4300,8.8,35.9,18.6,2.2,0.63,22.59,8.22,7.75,7.02,16.2,9.0,29.6,30.75,0%,A,C,24.25,24.25,100,,58,5.6,Y,10,,17.25,4
Naji Marshall,,,SG/SF,NOP,vs GSW,22nd,119.25,4300,0,44,17.1,2.7,0.89,31.93,13.97,12.75,7.57,15.0,5.0,19.3,19.50,0%,C,D,20.13,20.13,100,,25,4.7,,27,,23.50,5.5
Dwight Howard,,,C,PHI,@ CHI,3rd,108.75,4300,2.9,37.5,21.0,0.9,1.22,43.87,16.26,9.87,6.89,18.6,4.4,17.2,15.25,0%,E,D,17,17,100,,53,4,,14,,9.75,2.3
Xavier Tillman,,,C,MEM,vs NYK,7th,112.50,4300,1.8,30.7,16.8,1.3,0.89,32.24,12.37,8.28,5.07,14.2,5.2,18.8,14.75,0%,E,E,8.4,8.4,100,,51,2,,9,,3.00,0.7
Justin Holiday,,,SF,IND,@ WAS,8th,121.00,4200,5.2,33.6,21.4,1.7,0.71,25.33,8.65,8.09,5.17,14.0,8.7,30.3,21.50,0%,C,D,19.93,19.93,100,,62,4.7,,35,,24.25,5.8
Shake Milton,,,PG/SG,PHI,@ CHI,2nd,108.75,4200,2.9,35.2,22.0,3.0,0.94,33.63,12.93,9.23,6.64,25.3,10.8,23.5,18.50,0%,E,D,15.8,15.8,100,,58,3.8,,15,,15.25,3.6
