Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Khris Middleton,,,SG/SF,MIL,vs BKN,20th,121.75,8400,27.6,63.5,38.6,5.5,1.16,41.68,11.63,10.25,11.15,25.1,15.8,33.4,34.50,0%,C,B,38.14,38.14,100,,73,4.5,Y,36,,41.25,4.9
Collin Sexton,,,PG/SG,CLE,vs PHX,15th,104.00,8300,21.2,54.7,36.7,4.1,1.03,37.06,7.88,9.57,7.99,29.4,18.5,35.6,36.50,0%,C,B,38.3,38.3,100,,74,4.6,Y,39,,46.75,5.6
Devin Booker,,,SG,PHX,@ CLE,1st,116.00,8200,26.3,58.5,39.0,4.4,1.15,41.46,9.54,9.19,8.81,32.8,19.3,33.8,33.25,0%,C,B,38.63,38.63,100,,76,4.7,Y,40,,48.50,5.9
Jrue Holiday,,,PG/SG,MIL,vs BKN,27th,121.75,8100,25.1,65.7,36.3,5.8,1.13,40.68,11.57,11.60,11.09,22.1,13.7,32.1,34.50,0%,C,B,37.53,37.53,100,,68,4.6,Y,36,,54.50,6.7
Darius Garland,,,PG,CLE,vs PHX,15th,104.00,8000,0,20.1,32.3,6.2,0.96,34.71,8.82,10.07,0,25.2,15.1,33.5,0.00,0%,,,0,0,100,,69,0,,,,,
Lonzo Ball,,,PG,NOP,vs GSW,19th,118.50,8000,20.7,63.1,33.8,5.9,1.07,38.45,11.28,12.10,10.97,20.1,12.5,31.6,35.00,0%,D,B,35.98,35.98,100,,64,4.5,Y,34,,50.50,6.3
Brandon Ingram,,,SF,NOP,vs GSW,23rd,118.50,7900,29,60.7,39.9,4.9,1.16,41.78,9.35,9.07,9.03,28.2,18.1,34.4,34.75,0%,B,A,40.39,40.39,100,,77,5.1,Y,25,,29.75,3.8
Pascal Siakam,,,PF,TOR,@ LAC,15th,103.25,7900,22.8,66.2,40.3,4.5,1.13,40.67,11.12,12.41,11.35,26.2,16.8,35.7,36.75,0%,B,A,41.53,41.53,100,,69,5.3,Y,42,,40.25,5.1
Fred VanVleet,,,PG/SG,TOR,@ LAC,16th,103.25,7800,21.8,64.8,39.6,6.2,1.09,39.29,10.65,12.30,11.09,23.9,16.4,36.3,37.50,0%,B,A,42.28,42.28,100,,69,5.4,Y,41,,57.50,7.4
Chris Paul,,,PG,PHX,@ CLE,3rd,116.00,7700,20.8,60,38.4,8.8,1.22,43.89,11.00,11.18,9.17,22.1,12.5,31.5,30.00,0%,C,B,36.03,36.03,100,,71,4.7,Y,36,,69.00,9
Tyrese Haliburton,,,PG/SG,SAC,@ OKC,7th,116.00,7500,0,20.1,28.7,5.3,0.95,34.36,8.78,10.04,0,18.1,10.7,30.1,0.00,0%,,,0,0,100,,65,0,,,,,
Shai Gilgeous-Alexander,,,PG,OKC,vs SAC,7th,111.00,7400,0,22,41.0,5.9,1.22,43.83,9.05,10.98,0,28.7,16.1,33.7,0.00,0%,,,0.00,0.00,100,,73,0,,,,,
Kyle Lowry,,,PG,TOR,@ LAC,16th,103.25,7400,0,21.1,37.9,7.3,1.09,39.18,9.93,10.54,0,21.2,13.0,34.9,0.00,0%,C,B,0,0,100,,72,0,,,,,
Jarrett Allen,,,C,CLE,vs PHX,15th,104.00,7300,20,58.9,32.1,1.6,1.10,39.41,11.15,11.12,10.14,16.6,7.6,29.3,32.75,0%,C,B,34.95,34.95,100,,65,4.8,Y,37,,37.50,5.1
Terry Rozier,,,PG/SG,CHA,@ DET,25th,111.00,7300,20.3,60.8,35.9,4.1,1.06,37.95,10.01,11.57,10.29,24.5,16.1,34.0,37.00,0%,B,A,40.14,40.14,100,,68,5.5,Y,39,,30.00,4.1
Harrison Barnes,,,SF/PF,SAC,@ OKC,5th,116.00,7300,0,18.8,31.7,3.5,0.88,31.48,8.93,9.40,0,17.3,11.1,36.2,0.00,0%,,,0,0,100,,70,0,,,,,
Buddy Hield,,,SG/SF,SAC,@ OKC,7th,116.00,7300,21.6,54.4,31.0,3.3,0.90,32.50,8.22,9.39,8.11,20.6,14.0,34.4,35.50,0%,B,B,39.45,39.45,100,,70,5.4,Y,38,,45.25,6.2
Andrew Wiggins,,,SG/SF,GSW,@ NOP,10th,116.50,7200,25.8,57.5,31.8,2.3,0.96,34.56,9.19,9.06,9.25,23.2,14.6,33.2,36.25,0%,C,B,35.75,35.75,100,,72,5,Y,39,,44.00,6.1
LaMelo Ball,,,PG,CHA,@ DET,25th,111.00,7100,22.5,66.6,36.2,6.1,1.27,45.58,11.19,12.61,10.18,25.5,12.8,28.6,32.75,0%,A,A,44.28,44.28,100,,65,6.2,Y,31,,45.25,6.4
Draymond Green,,,PF/C,GSW,@ NOP,12th,116.50,7100,20.2,64.8,32.8,8.7,1.05,38.00,11.31,12.75,11,13.2,5.9,31.1,35.00,0%,B,B,36.61,36.61,100,,61,5.2,Y,36,,39.00,5.5
Miles Bridges,,,SF/PF,CHA,@ DET,25th,111.00,7000,0,22.1,26.4,2.2,0.91,32.70,9.84,11.07,0,16.8,9.1,29.1,0.00,0%,C,B,0,0,100,,58,0,,,,,
Gordon Hayward,,,PF,CHA,@ DET,21st,111.00,6900,0,21.5,36.1,4.1,1.06,38.24,10.18,10.76,0,23.8,15.0,34.0,0.00,0%,,,0,0,100,,70,0,,,,,
Victor Oladipo,,,PG/SG,MIA,vs DAL,17th,108.25,6900,0,19.3,36.3,4.6,1.11,40.01,9.96,9.63,0,28.9,17.5,32.7,0.00,0%,,,0,0,100,,73,0,,,,,
Deandre Ayton,,,C,PHX,@ CLE,1st,116.00,6700,23.8,56.1,33.5,1.4,1.09,39.41,8.89,9.23,7.66,18.7,10.2,30.6,31.00,0%,C,B,32.73,32.73,100,,72,4.9,Y,36,,37.00,5.5
OG Anunoby,,,SF/PF,TOR,@ LAC,16th,103.25,6700,0,18.4,31.0,2.2,0.93,33.42,8.56,9.22,0,19.5,12.1,33.4,0.00,0%,,,0,0,100,,70,0,,,,,
Jerami Grant,,,PF,DET,vs CHA,28th,107.00,6600,0,20,36.1,2.8,1.06,38.16,9.05,10.01,0,28.4,17.4,34.1,0.00,0%,C,B,0,0,100,,72,0,,,,,
Chris Boucher,,,PF/C,TOR,@ LAC,15th,103.25,6600,0,27,29.1,1.1,1.21,43.72,12.66,13.51,0,20.5,9.2,24.0,0.00,0%,,,0,0,100,,54,0,,,,,
PJ Washington,,,PF/C,CHA,@ DET,23rd,111.00,6500,0,24,28.9,2.5,0.96,34.72,10.28,11.99,0,19.4,10.4,30.0,0.00,0%,B,B,0,0,100,,59,0,,,,,
Kevin Love,,,PF/C,CLE,vs PHX,17th,104.00,6400,14.2,51.5,25.5,2.4,1.07,38.47,13.29,10.66,10.43,22.0,9.7,23.9,28.25,0%,C,B,31.07,31.07,100,,58,4.9,Y,34,,26.25,4.1
Isaiah Stewart,,,C,DET,vs CHA,18th,107.00,6300,16.8,52.7,20.6,0.8,0.99,35.64,11.59,10.24,9.98,15.0,5.7,20.8,31.00,0%,B,B,32.73,32.73,100,,50,5.2,Y,26,,13.25,2.1
Richaun Holmes,,,C,SAC,@ OKC,5th,116.00,6300,18.4,59,32.0,1.6,1.08,39.06,10.56,11.60,9.17,17.7,9.5,29.5,31.25,0%,A,B,38.39,38.39,100,,64,6.1,Y,31,,26.75,4.2
Nickeil Alexander-Walker,,,PG,NOP,vs GSW,15th,118.50,6200,0,24.4,20.1,2.0,0.97,34.94,13.80,12.22,0,23.6,9.2,20.7,0.00,0%,,,0,0,100,,39,0,,,,,
Mason Plumlee,,,C,DET,vs CHA,16th,107.00,6100,0,20.8,30.3,3.6,1.13,40.69,10.57,10.41,0,16.4,6.7,26.8,0.00,0%,D,C,0,0,100,,66,0,,,,,
Luguentz Dort,,,PG/SG,OKC,vs SAC,7th,111.00,6100,7.6,48,24.1,1.6,0.80,28.89,10.97,11.54,10.13,21.5,12.2,30.0,33.25,0%,C,C,29.8,29.8,100,,52,4.9,Y,29,,21.50,3.5
Saddiq Bey,,,SF,DET,vs CHA,28th,107.00,6000,8.6,51.3,22.1,1.3,0.84,30.32,12.01,12.19,10.76,18.6,9.4,26.3,32.25,0%,B,B,30.88,30.88,100,,45,5.1,Y,38,,23.75,4
Kelly Oubre Jr.,,,SF/PF,GSW,@ NOP,10th,116.50,6000,0,22.1,28.9,1.3,0.94,33.88,10.25,11.03,0,22.3,13.2,30.7,0.00,0%,,,0,0,100,,62,0,,,,,
Darius Bazley,,,PF,OKC,vs SAC,6th,111.00,6000,13.8,47.6,27.2,1.7,0.87,31.33,9.26,9.64,8.55,21.1,12.3,31.3,33.25,0%,B,B,30.65,30.65,100,,65,5.1,Y,32,,43.25,7.2
Josh Jackson,,,SG/SF,DET,vs CHA,28th,107.00,5900,0,19.2,24.4,2.2,0.97,34.95,10.97,9.62,0,26.1,11.4,25.1,0.00,0%,E,C,0,0,100,,61,0,,,,,
Devonte' Graham,,,PG/SG,CHA,@ DET,25th,111.00,5900,0,16.7,28.9,5.4,0.96,34.69,8.48,8.33,0,21.6,12.1,30.0,0.00,0%,,,0,0,100,,71,0,,,,,
Marcus Morris,,,SF/PF,LAC,vs TOR,26th,114.25,5800,11.9,45.1,22.9,1.1,0.86,31.04,11.34,9.48,9.21,20.3,10.5,26.5,29.25,0%,D,C,24.43,24.43,100,,59,4.2,Y,33,,35.50,6.1
Bobby Portis,,,PF/C,MIL,vs BKN,28th,121.75,5700,2.5,38.8,24.9,1.1,1.17,42.37,13.07,10.35,5.81,20.5,9.0,21.2,16.00,0%,E,D,18.44,18.44,100,,58,3.2,,16,,13.50,2.4
Kendrick Nunn,,,PG,MIA,vs DAL,26th,108.25,5700,12.4,55.5,25.2,2.7,0.85,30.80,11.50,12.31,11.5,21.2,11.6,29.5,36.00,0%,A,B,33.62,33.62,100,,51,5.9,Y,32,,21.75,3.8
Josh Hart,,,SG,NOP,vs GSW,15th,118.50,5700,0,19.8,25.2,2.3,0.88,31.58,10.10,9.90,0,13.4,7.3,28.7,0.00,0%,,,0,0,100,,61,0,,,,,
Larry Nance Jr.,,,SF,CLE,vs PHX,19th,104.00,5600,0,22.7,26.8,3.1,0.86,30.89,9.77,11.36,0,14.1,7.8,31.2,0.00,0%,,,0,0,100,,58,0,,,,,
Joe Harris,,,SG/SF,BKN,@ MIL,28th,120.75,5600,14.1,43.5,24.5,1.9,0.79,28.55,9.96,8.38,8.72,16.5,10.2,30.9,31.50,0%,C,C,25.33,25.33,100,,66,4.5,Y,33,,17.50,3.1
Cedi Osman,,,SF/PF,CLE,vs PHX,19th,104.00,5500,10.2,48.6,20.9,2.8,0.84,30.14,10.26,10.96,9.83,20.3,9.7,24.9,34.50,0%,B,C,28.83,28.83,100,,48,5.2,Y,45,,30.25,5.5
Mikal Bridges,,,SF,PHX,@ CLE,3rd,116.00,5500,15.5,47.8,26.2,2.2,0.80,28.71,9.11,9.21,8.54,14.7,9.3,32.8,33.75,0%,C,C,26.74,26.74,100,,65,4.9,Y,40,,48.25,8.8
LaMarcus Aldridge,,,PF,BKN,@ MIL,27th,120.75,5400,0,20.3,25.3,1.9,0.98,35.17,10.90,10.13,0,21.9,11.4,25.8,0.00,0%,,,0.00,0.00,100,,60,0,,,,,
Kent Bazemore,,,SF,GSW,@ NOP,10th,116.50,5400,14.5,49.7,16.5,1.6,0.88,31.74,11.26,10.05,10.17,16.6,5.6,18.8,32.50,0%,B,C,28.75,28.75,100,,39,5.3,Y,30,,13.25,2.5
Reggie Jackson,,,PG/SG,LAC,vs TOR,29th,114.25,5400,7.2,46.9,20.7,3.2,0.90,32.38,11.97,11.34,8.81,20.0,8.7,23.0,26.50,0%,E,D,21.02,21.02,100,,45,3.9,Y,33,,35.75,6.6
Killian Hayes,,,PG,DET,vs CHA,18th,107.00,5300,9,43.8,18.1,5.0,0.76,27.32,11.27,9.93,9.39,18.4,7.1,23.8,30.00,0%,C,C,25.15,25.15,100,,45,4.7,Y,29,,21.75,4.1
Hassan Whiteside,,,C,SAC,@ OKC,5th,116.00,5300,0,25.3,19.1,0.6,1.25,45.10,17.58,10.87,1.22,23.1,6.2,15.3,2.50,0%,E,E,1.94,1.94,100,,43,0.4,,,,,
Khem Birch,,,C,TOR,@ LAC,15th,103.25,5300,10.7,47.4,17.9,1.2,0.82,29.82,10.80,10.48,9.68,12.6,5.0,21.7,32.25,0%,C,C,25.18,25.18,100,,41,4.8,Y,32,,22.50,4.2
Terance Mann,,,SG,LAC,vs TOR,26th,114.25,5300,0,30.9,15.8,1.7,0.79,28.34,16.72,10.60,5.34,15.8,5.5,20.1,11.50,0%,E,E,10.17,10.17,100,,33,1.9,,6,,0.00,
Dorian Finney-Smith,,,SF/PF,DAL,@ MIA,9th,107.25,5200,14.4,40,22.6,1.6,0.70,25.09,7.09,7.32,6.75,12.3,7.8,32.5,34.25,0%,D,C,22.61,22.61,100,,68,4.3,Y,33,,23.50,4.5
Duncan Robinson,,,SG/SF,MIA,vs DAL,26th,108.25,5200,12.4,37.8,22.8,1.7,0.72,25.83,7.68,7.26,6.99,16.4,10.0,31.7,32.75,0%,D,C,22.4,22.4,100,,68,4.3,Y,38,,40.25,7.7
Ivica Zubac,,,C,LAC,vs TOR,27th,114.25,5200,14.2,44.4,22.3,1.2,0.99,35.67,9.54,8.61,6.49,15.7,5.6,22.5,24.50,0%,C,C,23.5,23.5,100,,61,4.5,Y,30,,25.50,4.9
Goran Dragic,,,PG,MIA,vs DAL,26th,108.25,5100,15.2,46.6,25.5,4.5,0.96,34.41,10.57,8.98,8.59,24.1,10.8,26.7,29.25,0%,A,C,29.85,29.85,100,,65,5.9,,27,,31.25,6.1
Guillermo Hernangomez,,,C,NOP,vs GSW,19th,118.50,5100,0,35.4,18.4,0.9,1.08,39.04,17.60,11.14,5.5,16.1,5.1,17.0,11.25,0%,E,E,7.29,7.29,100,,39,1.4,,,,,
Delon Wright,,,PG/SG,SAC,@ OKC,4th,116.00,5100,14.7,55.1,24.6,4.2,0.92,33.02,11.44,11.53,10.17,15.5,7.7,26.8,32.00,0%,A,B,39.84,39.84,100,,53,7.8,Y,37,,55.00,10.8
Serge Ibaka,,,C,LAC,vs TOR,19th,114.25,5100,0,16.1,24.9,1.7,1.06,37.99,10.47,8.04,0,19.6,8.9,23.6,0.00,0%,,,0,0,100,,68,0,,,,,
Jeff Green,,,PF/C,BKN,@ MIL,29th,120.75,5000,10.6,43.8,20.4,1.7,0.74,26.76,9.95,9.46,8.15,15.2,7.8,27.4,29.50,0%,C,C,22.82,22.82,100,,54,4.6,Y,34,,18.75,3.8
Marvin Bagley III,,,PF,SAC,@ OKC,4th,116.00,5000,21,52.7,26.9,1.0,1.04,37.57,9.37,9.03,8.33,23.2,11.3,25.8,32.00,0%,A,A,40.52,40.52,100,,66,8.1,Y,31,,24.75,5
Gary Trent Jr.,,,SG/SF,TOR,@ LAC,16th,103.25,5000,0,23.2,23.8,1.4,0.77,27.71,12.29,11.62,0,20.7,13.3,30.9,0.00,0%,,,0,0,100,,51,0,,,,,
Cory Joseph,,,PG/SG,DET,vs CHA,18th,107.00,4900,0,20.2,18.2,3.2,0.81,28.94,11.79,10.11,0,15.8,6.5,22.6,0.00,0%,D,D,0,0,100,,44,0,,,,,
Frank Jackson,,,SG,DET,vs CHA,27th,107.00,4900,11.5,47.3,14.7,0.8,0.82,29.26,16.42,10.24,15.96,21.6,7.2,18.0,35.00,0%,A,B,30.17,30.17,100,,30,6.2,,29,,25.75,5.3
Tim Hardaway Jr.,,,SF,DAL,@ MIA,9th,107.25,4900,9.7,43.3,24.8,1.7,0.88,31.52,10.12,9.60,8.01,23.4,12.9,28.3,28.50,0%,B,C,25.88,25.88,100,,61,5.3,Y,33,,49.00,10
Blake Griffin,,,PF/C,BKN,@ MIL,27th,120.75,4800,5.1,37.4,24.3,3.1,0.93,33.51,10.46,9.25,5.52,19.5,9.1,26.1,19.00,0%,D,D,19.5,19.5,100,,62,4.1,,28,,16.00,3.3
Brook Lopez,,,C,MIL,vs BKN,29th,121.75,4800,18.1,45.1,23.7,0.8,0.87,31.20,9.09,7.71,7.13,16.8,9.0,27.3,28.25,0%,B,C,24.79,24.79,100,,67,5.2,Y,24,,14.50,3
Juan Toscano-Anderson,,,PF/C,GSW,@ NOP,10th,116.50,4800,10.6,48.3,16.6,2.5,0.83,29.98,12.85,10.77,10.8,10.1,3.8,20.0,30.25,0%,B,C,24.06,24.06,100,,35,5,,25,,20.00,4.2
Moses Brown,,,C,OKC,vs SAC,6th,111.00,4800,0.3,45.9,22.5,0.2,1.11,39.80,16.83,13.02,8.06,17.4,6.0,20.3,17.25,0%,C,C,22.07,22.07,100,,42,4.6,Y,30,,31.25,6.5
Jalen Brunson,,,PG/SG,DAL,@ MIA,10th,107.25,4700,9.3,41,23.0,3.4,0.91,32.93,9.87,9.06,6.79,20.2,9.2,25.2,24.75,0%,D,D,19.8,19.8,100,,61,4.2,,18,,23.75,5.1
Eric Bledsoe,,,PG/SG,NOP,vs GSW,19th,118.50,4700,17.4,49.4,24.0,3.7,0.81,28.98,9.17,9.15,7.83,17.9,10.0,29.8,30.75,0%,C,D,21.82,21.82,100,,62,4.6,Y,34,,26.75,5.7
Jalen McDaniels,,,SF/PF,CHA,@ DET,23rd,111.00,4600,14.1,48.5,13.7,1.0,0.81,28.87,13.66,9.83,13.19,19.3,5.4,17.0,34.75,0%,A,B,30.44,30.44,100,,28,6.6,Y,39,,36.50,7.9
Bruce Brown Jr.,,,SG/SF,BKN,@ MIL,28th,120.75,4600,0,33.1,19.7,1.6,0.90,32.20,12.56,11.05,4.01,15.3,6.4,22.0,11.50,0%,E,E,9.65,9.65,100,,44,2.1,,12,,11.25,2.4
Donte DiVincenzo,,,PG/SG,MIL,vs BKN,20th,121.75,4600,14.1,46.4,24.6,3.0,0.90,32.31,10.44,9.23,8.12,16.8,9.1,27.4,28.00,0%,B,C,24.4,24.4,100,,62,5.3,Y,29,,32.75,7.1
Jordan Poole,,,PG/SG,GSW,@ NOP,11th,116.50,4600,3.2,41.1,17.7,2.0,0.95,34.33,19.70,10.83,12.45,24.3,8.9,18.6,22.75,0%,C,D,21.81,21.81,100,,39,4.7,,13,,17.00,3.7
Steven Adams,,,C,NOP,vs GSW,19th,118.50,4600,14.6,46.7,24.5,1.9,0.88,31.84,10.98,9.16,8.08,11.9,5.4,27.7,26.50,0%,A,C,26.26,26.26,100,,63,5.7,Y,24,,16.00,3.5
Theo Maledon,,,PG,OKC,vs SAC,5th,111.00,4600,8,39.3,21.2,3.5,0.77,27.85,8.62,8.93,6.58,19.3,9.3,27.5,27.50,0%,B,C,23.75,23.75,100,,58,5.2,Y,30,,12.25,2.7
Luke Kennard,,,SG/SF,LAC,vs TOR,26th,114.25,4600,0,21.6,15.5,1.7,0.79,28.48,14.68,10.08,0.71,16.9,6.4,19.6,1.75,0%,E,E,4.04,4.04,100,,35,0.9,,,,,
Tyler Herro,,,PG/SG,MIA,vs DAL,17th,108.25,4500,0,20.5,28.2,3.4,0.92,33.20,9.50,10.24,0,23.2,13.1,30.6,0.00,0%,,,0,0,100,,64,0,,,,,
Aleksej Pokusevski,,,SF,OKC,vs SAC,6th,111.00,4500,0,21.8,19.2,2.1,0.82,29.60,9.67,10.92,0,19.6,8.8,23.3,0.00,0%,B,C,0,0,100,,43,0,,,,,
Isaac Okoro,,,SG/SF,CLE,vs PHX,17th,104.00,4400,7.7,33,17.3,1.7,0.55,19.67,7.36,7.22,6.49,13.4,7.4,31.7,31.75,0%,D,D,18.4,18.4,100,,58,4.2,Y,47,,47.75,10.9
Cody Martin,,,SF,CHA,@ DET,21st,111.00,4400,0,17.3,12.3,1.7,0.74,26.58,16.79,8.64,0,12.8,3.7,16.6,0.00,0%,,,0,0,100,,30,0,,,,,
Josh Richardson,,,SG,DAL,@ MIA,9th,107.25,4400,11.4,38.9,23.3,2.7,0.74,26.72,7.69,7.86,6.14,18.1,10.5,31.4,28.75,0%,C,D,19.99,19.99,100,,66,4.5,Y,23,,20.75,4.7
James Wiseman,,,C,GSW,@ NOP,10th,116.50,4400,0,14.9,21.6,0.7,1.01,36.29,11.50,7.46,0,24.7,9.5,21.4,0.00,0%,,,0.00,0.00,100,,65,0,,,,,
Malachi Flynn,,,PG,TOR,@ LAC,16th,103.25,4400,2.1,50.7,15.0,2.7,0.83,29.99,15.40,13.89,11.34,18.9,6.2,18.0,26.50,0%,A,C,25.85,25.85,100,,7,5.9,,13,,4.50,1
Taurean Prince,,,SF,CLE,vs PHX,19th,104.00,4300,0,19.2,19.3,1.9,0.88,31.50,10.14,9.58,0,19.9,8.0,22.0,0.00,0%,,,0.00,0.00,100,,50,0,,,,,
Malik Monk,,,SG,CHA,@ DET,25th,111.00,4300,8.4,49.5,20.8,2.0,0.95,34.20,14.07,11.75,11.24,24.1,10.0,21.9,28.75,0%,A,C,28.78,28.78,100,,44,6.7,,19,,8.75,2
Trevor Ariza,,,PF,MIA,vs DAL,18th,108.25,4300,8.9,45.2,21.1,1.9,0.77,27.87,10.07,10.35,9.02,15.2,7.6,27.3,32.25,0%,A,C,26.46,26.46,100,,51,6.2,Y,26,,27.50,6.4
Isaiah Roby,,,PF/C,OKC,vs SAC,6th,111.00,4300,10,40.2,21.6,1.9,0.92,33.06,11.04,8.64,7.44,17.6,7.1,23.5,24.25,0%,A,C,26.25,26.25,100,,60,6.1,Y,27,,18.75,4.4
Landry Shamet,,,SG,BKN,@ MIL,21st,120.75,4200,5.2,36.6,16.2,1.6,0.72,26.00,10.23,8.97,7.74,17.5,7.6,22.5,27.25,0%,C,D,20.23,20.23,100,,45,4.8,,23,,10.25,2.4
Naji Marshall,,,SG/SF,NOP,vs GSW,23rd,118.50,4200,3.7,47.6,17.3,2.6,0.88,31.90,13.71,12.55,9.14,14.9,5.0,19.6,24.00,0%,C,D,19.82,19.82,100,,27,4.7,,23,,23.25,5.5
Kevon Looney,,,C,GSW,@ NOP,12th,116.50,4100,13.5,34.8,14.0,1.9,0.78,28.00,10.07,6.07,7.27,10.0,3.2,18.0,26.00,0%,B,D,21.68,21.68,100,,57,5.3,Y,32,,19.00,4.6
Isaiah Thomas,,,PG,NOP,vs GSW,19th,118.50,4100,0,11.6,12.0,1.7,0.75,27.00,6.56,5.79,0,29.4,9.0,16.0,0.00,0%,,,0.00,0.00,100,,52,0,,,,,
Cameron Johnson,,,SF/PF,PHX,@ CLE,1st,116.00,4000,10.3,32,18.4,1.4,0.77,27.67,9.79,6.20,6.46,17.2,8.0,23.9,23.75,0%,D,D,17.18,17.18,100,,66,4.3,,30,,18.75,4.7
Hamidou Diallo,,,SF,DET,vs CHA,27th,107.00,4000,9.8,46.2,22.4,2.0,0.98,35.19,11.55,10.40,9.14,22.4,8.6,22.9,28.50,0%,A,C,27.26,27.26,100,,54,6.8,Y,40,,47.25,11.8
Alize Johnson,,,SF/PF,BKN,@ MIL,29th,120.75,4000,0,35.9,16.1,0.9,1.35,48.52,29.26,16.42,2.03,19.4,4.3,11.9,2.50,0%,E,E,1.23,1.23,100,,0,0.3,,,,,
Terence Davis,,,SG/SF,SAC,@ OKC,4th,116.00,4000,9.3,40.8,13.7,1.2,0.86,30.92,13.59,8.98,9.15,21.1,6.5,15.9,24.25,0%,A,C,23.07,23.07,100,,34,5.8,,31,,28.75,7.2
Nicolas Batum,,,SF/PF,LAC,vs TOR,26th,114.25,4000,7,34.1,21.1,2.3,0.76,27.24,8.29,7.73,5.41,11.9,6.2,27.9,23.50,0%,D,D,16.75,16.75,100,,63,4.2,,20,,12.75,3.2
DeAndre Jordan,,,C,BKN,@ MIL,26th,120.75,3900,7.3,35.6,21.9,1.7,0.99,35.52,9.07,8.08,4.16,13.2,4.5,22.2,16.50,0%,D,D,17.55,17.55,100,,63,4.5,Y,16,,13.25,3.4
Torrey Craig,,,PF,PHX,@ CLE,1st,116.00,3800,4.7,36.8,13.6,0.9,0.90,32.44,14.35,9.18,9.07,13.3,4.1,15.1,22.75,0%,A,D,21.84,21.84,100,,33,5.7,Y,22,,17.25,4.5
Jae Crowder,,,SF/PF,PHX,@ CLE,1st,116.00,3700,0,16.7,22.2,2.1,0.81,29.10,9.95,8.34,0,15.8,8.1,27.5,0.00,0%,,,0,0,100,,62,0,,,,,
