Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Caris LeVert,,,SG,IND,vs SAC,5th,122.75,8800,27,68.9,36.2,4.7,1.17,41.95,11.42,11.97,11.42,27.4,16.9,31.0,36.00,0%,C,A,43.7,43.7,100,,67,5,Y,29,,24.25,2.8
Rudy Gobert,,,C,UTA,vs SAS,12th,113.00,8700,27.8,62.1,40.1,1.3,1.30,46.76,10.60,9.80,9.72,17.2,8.2,30.8,33.00,0%,C,A,40.64,40.64,100,,76,4.7,Y,22,,21.00,2.4
Jaylen Brown,,,SG/SF,BOS,@ ORL,22nd,116.50,8600,0,19.1,41.1,3.4,1.19,42.85,11.01,9.55,0,29.9,19.1,34.5,0.00,0%,,,0,0,100,,77,0,,,,,
Clint Capela,,,C,ATL,vs PHX,15th,113.25,8500,23.4,66.1,40.8,0.8,1.35,48.48,11.29,12.21,9.72,20.0,11.2,30.3,31.00,0%,D,B,36.25,36.25,100,,70,4.3,Y,24,,35.50,4.2
Michael Porter Jr.,,,SF/PF,DEN,vs NYK,6th,108.75,8400,25.4,60.9,34.2,1.1,1.08,38.80,9.28,10.13,9.6,21.4,13.3,31.7,37.25,0%,C,B,38.95,38.95,100,,70,4.6,Y,25,,30.00,3.6
Ja Morant,,,PG,MEM,@ MIN,1st,120.25,8300,21.4,64.2,36.5,7.3,1.13,40.78,10.51,12.22,9.56,27.2,15.2,32.2,32.75,0%,C,B,37.99,37.99,100,,67,4.6,Y,37,,63.00,7.6
Devin Booker,,,SG,PHX,@ ATL,19th,114.25,8300,25.9,58.1,39.1,4.4,1.15,41.50,9.46,9.20,8.67,32.7,19.4,33.9,33.00,0%,C,B,38.2,38.2,100,,76,4.6,Y,31,,40.75,4.9
DeMar DeRozan,,,SF,SAS,@ UTA,23rd,106.00,8300,24.2,62.9,40.0,7.3,1.17,42.09,8.67,11.06,8.37,25.3,15.2,34.2,34.75,0%,C,B,37.99,37.99,100,,72,4.6,Y,18,,13.75,1.7
Khris Middleton,,,SG/SF,MIL,vs WAS,9th,123.00,8200,0,20.3,38.7,5.5,1.16,41.67,11.53,10.17,0,25.1,15.9,33.4,0.00,0%,C,B,0,0,100,,74,0,,,,,
Collin Sexton,,,PG/SG,CLE,vs POR,28th,107.50,8100,21.2,54.7,36.9,4.2,1.03,37.19,7.85,9.58,7.85,29.5,18.6,35.7,36.00,0%,C,B,38.11,38.11,100,,74,4.7,Y,34,,24.50,3
Darius Garland,,,PG,CLE,vs POR,28th,107.50,8000,0,20.1,32.3,6.2,0.96,34.71,8.82,10.07,0,25.2,15.1,33.5,0.00,0%,D,B,0,0,100,,69,0,,,,,
C.J. McCollum,,,PG/SG,POR,@ CLE,1st,119.50,8000,26.1,63.9,39.5,4.8,1.17,41.98,8.97,10.80,9.22,27.3,18.9,33.9,37.00,0%,B,A,40.05,40.05,100,,73,5,Y,31,,22.75,2.8
Jrue Holiday,,,PG/SG,MIL,vs WAS,9th,123.00,8000,24.9,66,36.6,5.9,1.14,40.98,11.62,11.76,11.06,22.0,13.7,32.2,34.25,0%,B,A,42.21,42.21,100,,68,5.3,Y,32,,45.75,5.7
Jonas Valanciunas,,,C,MEM,@ MIN,2nd,120.25,7800,24.4,63.2,38.2,1.8,1.36,49.01,10.75,11.09,8.59,22.8,12.0,28.1,28.75,0%,B,A,41.52,41.52,100,,71,5.3,Y,20,,22.25,2.9
Buddy Hield,,,SG/SF,SAC,@ IND,29th,116.75,7700,22.1,55.3,31.3,3.3,0.91,32.68,8.26,9.48,8.26,20.6,14.0,34.4,36.00,0%,B,B,38.78,38.78,100,,70,5,Y,40,,42.50,5.5
Kevin Porter Jr.,,,PG,HOU,vs PHI,12th,103.25,7700,12.3,66.1,32.6,6.4,1.00,36.02,13.74,15.39,15.27,24.9,14.2,32.6,40.00,0%,A,A,49.45,49.45,100,,53,6.4,Y,23,,24.75,3.2
Dejounte Murray,,,PG,SAS,@ UTA,22nd,106.00,7600,22,60.9,36.3,5.4,1.13,40.68,11.09,11.10,10.47,22.8,14.5,32.1,34.00,0%,C,B,36.62,36.62,100,,69,4.8,Y,19,,14.25,1.9
Chris Paul,,,PG,PHX,@ ATL,16th,114.25,7500,20,61.1,38.9,8.9,1.23,44.34,11.35,11.72,9.46,22.1,12.5,31.6,30.00,0%,C,B,35.38,35.38,100,,70,4.7,Y,24,,22.00,2.9
Tyrese Haliburton,,,PG/SG,SAC,@ IND,29th,116.75,7500,0,20.1,28.7,5.3,0.95,34.36,8.78,10.04,0,18.1,10.7,30.1,0.00,0%,,,0,0,100,,65,0,,,,,
Kelly Olynyk,,,PF/C,HOU,vs PHI,13th,103.25,7500,17.3,58.9,28.5,2.5,1.00,36.16,10.63,11.87,10.48,18.5,9.7,28.4,35.50,0%,B,A,40.86,40.86,100,,58,5.4,Y,39,,63.25,8.4
Anthony Edwards,,,SG/SF,MIN,vs MEM,4th,117.25,7400,19.2,59.2,31.7,2.8,1.00,36.09,10.27,11.44,9.91,26.9,16.7,31.6,34.75,0%,D,B,32.92,32.92,100,,64,4.4,Y,38,,66.50,9
Ben Simmons,,,PG,PHI,@ HOU,21st,117.25,7400,25.9,61.6,37.8,6.9,1.16,41.69,8.55,10.20,7.66,20.4,10.1,32.6,32.25,0%,C,B,36.36,36.36,100,,73,4.9,Y,24,,18.25,2.5
Kemba Walker,,,PG,BOS,@ ORL,20th,116.50,7300,21.9,51.5,33.8,5.0,1.07,38.67,9.23,8.47,7.82,26.0,15.3,31.5,30.50,0%,D,B,32.72,32.72,100,,75,4.5,Y,28,,46.25,6.3
Bogdan Bogdanovic,,,PG/SG,ATL,vs PHX,13th,113.25,7300,12.6,59.4,28.5,3.3,0.98,35.12,9.99,13.37,9.23,21.2,12.6,29.2,33.25,0%,D,B,32.2,32.2,100,,53,4.4,Y,24,,35.25,4.8
Harrison Barnes,,,SF/PF,SAC,@ IND,23rd,116.75,7300,0,18.8,31.7,3.5,0.88,31.48,8.93,9.40,0,17.3,11.1,36.2,0.00,0%,C,B,0,0,100,,70,0,,,,,
Jordan Clarkson,,,PG/SG,UTA,vs SAS,11th,113.00,7300,21.1,49.2,28.6,2.3,1.09,39.14,9.01,8.05,8.01,29.4,15.3,26.3,32.00,0%,B,B,37.33,37.33,100,,72,5.1,,25,,44.00,6
Mike Conley,,,PG,UTA,vs SAS,13th,113.00,7200,0,17.5,33.4,6.0,1.12,40.39,9.45,8.75,0,23.3,12.7,29.7,0.00,0%,,,0,0,100,,74,0,,,,,
Jarrett Allen,,,C,CLE,vs POR,21st,107.50,7100,20.9,59.6,32.2,1.7,1.10,39.34,11.06,11.05,10.14,16.6,7.7,29.4,33.00,0%,C,B,35.4,35.4,100,,66,5,Y,29,,31.25,4.4
Cole Anthony,,,PG,ORL,vs BOS,14th,104.50,7000,16.5,46.5,26.3,4.3,0.97,34.93,8.75,8.59,7.35,23.3,11.3,27.1,30.25,0%,D,C,29.87,29.87,100,,67,4.3,Y,22,,12.25,1.8
D'Angelo Russell,,,PG/SG,MIN,vs MEM,5th,117.25,7000,21.6,62,33.2,5.5,1.19,42.80,10.53,11.56,9.21,29.6,15.6,27.9,31.50,0%,C,B,32.99,32.99,100,,65,4.7,Y,37,,50.00,7.1
Oshae Brissett,,,PF/C,IND,vs SAC,6th,122.75,7000,2.2,64.6,23.8,0.8,1.02,36.68,14.37,17.82,11.48,14.0,6.6,23.3,28.75,0%,D,B,31.44,31.44,100,,25,4.5,Y,24,,13.25,1.9
Jusuf Nurkic,,,C,POR,@ CLE,1st,119.50,6900,21.9,60.3,29.5,3.2,1.26,45.46,11.94,10.97,9.29,21.7,8.5,23.4,28.00,0%,D,B,30.39,30.39,100,,63,4.4,Y,21,,42.75,6.2
RJ Barrett,,,SF,NYK,@ DEN,13th,105.75,6900,19.4,51.7,31.3,3.0,0.90,32.43,7.52,9.23,7.73,23.4,14.6,34.7,37.00,0%,D,B,30.79,30.79,100,,71,4.5,Y,28,,23.25,3.4
John Collins,,,PF/C,ATL,vs PHX,16th,113.25,6800,18,57.2,32.5,1.3,1.10,39.55,10.48,11.18,8.37,22.2,12.5,29.6,28.75,0%,C,B,30.76,30.76,100,,66,4.5,Y,23,,15.50,2.3
Tobias Harris,,,SF/PF,PHI,@ HOU,18th,117.25,6800,22.8,58.7,37.5,3.6,1.15,41.27,10.39,10.26,9.52,24.0,14.8,32.7,33.00,0%,B,B,35.28,35.28,100,,73,5.2,Y,26,,22.50,3.3
Bojan Bogdanovic,,,SF/PF,UTA,vs SAS,11th,113.00,6800,13,50,25.6,1.9,0.83,30.01,11.42,10.56,10.55,22.0,12.4,30.7,33.25,0%,D,C,29.76,29.76,100,,59,4.4,Y,26,,29.50,4.3
Marcus Smart,,,PG/SG,BOS,@ ORL,22nd,116.50,6700,22.4,50.2,30.6,5.7,0.93,33.35,8.59,7.92,8.41,18.5,10.8,33.0,35.25,0%,C,B,32.31,32.31,100,,74,4.8,Y,30,,23.75,3.5
Derrick White,,,PG/SG,SAS,@ UTA,22nd,106.00,6700,0,20,28.4,3.5,0.96,34.57,11.52,10.00,0,22.6,12.6,29.5,0.00,0%,,,0,0,100,,65,0,,,,,
Joe Ingles,,,SG/SF,UTA,vs SAS,11th,113.00,6700,13.5,49.4,26.0,4.6,0.94,33.91,11.72,10.26,10.91,16.4,8.3,27.6,33.50,0%,B,B,33.56,33.56,100,,61,5,Y,25,,31.75,4.7
Deandre Ayton,,,C,PHX,@ ATL,18th,114.25,6600,23.7,55.8,33.5,1.4,1.09,39.37,8.82,9.17,7.6,18.7,10.2,30.7,31.00,0%,C,B,32.19,32.19,100,,73,4.9,Y,26,,25.50,3.9
Kevin Love,,,PF/C,CLE,vs POR,26th,107.50,6500,14.6,51.1,25.6,2.5,1.05,37.80,13.12,10.42,10.2,21.7,9.7,24.4,28.00,0%,C,B,31.13,31.13,100,,59,4.8,Y,26,,35.00,5.4
Richaun Holmes,,,C,SAC,@ IND,29th,116.75,6500,18.8,59.1,31.9,1.6,1.08,38.91,10.51,11.52,9.2,17.8,9.5,29.6,31.50,0%,A,B,36.47,36.47,100,,64,5.6,Y,31,,25.75,4
Norman Powell,,,SG/SF,POR,@ CLE,1st,119.50,6200,0,22.5,28.6,1.9,0.91,32.66,10.09,11.27,0,23.0,13.3,31.6,0.00,0%,C,C,0,0,100,,61,0,,,,,
Terrence Ross,,,SG/SF,ORL,vs BOS,14th,104.50,6000,0,21,26.6,2.4,0.91,32.74,11.16,10.52,0,23.8,13.4,29.2,0.00,0%,,,0,0,100,,60,0,,,,,
Jae'Sean Tate,,,SG/SF,HOU,vs PHI,12th,103.25,6000,0,17.9,24.8,2.3,0.85,30.42,9.68,8.94,0,16.0,8.8,29.3,0.00,0%,C,C,0,0,100,,64,0,,,,,
Myles Turner,,,C,IND,vs SAC,6th,122.75,5900,0,19.9,31.0,1.0,1.00,36.07,9.30,9.94,0,16.5,9.2,31.0,0.00,0%,,,0.00,0.00,100,,68,0,,,,,
Derrick Rose,,,PG/SG,NYK,@ DEN,11th,105.75,5900,17.9,49,26.1,4.1,1.04,37.55,10.37,8.89,7.92,25.9,12.0,25.0,27.50,0%,E,C,22.48,22.48,100,,66,3.8,,27,,21.00,3.6
Jaren Jackson Jr.,,,PF,MEM,@ MIN,2nd,120.25,5800,0,12.8,25.3,0.8,1.18,42.35,12.08,6.38,0,27.3,10.7,21.5,0.00,0%,,,0,0,100,,75,0,,,,,
Wendell Carter Jr.,,,C,ORL,vs BOS,14th,104.50,5700,0,18.5,27.1,1.9,1.07,38.33,10.64,9.27,0,19.2,8.5,25.4,0.00,0%,C,C,0,0,100,,66,0,,,,,
Dillon Brooks,,,SG/SF,MEM,@ MIN,2nd,120.25,5700,17.6,48.8,27.1,2.3,0.92,33.09,8.49,8.93,7.43,26.1,15.1,29.5,31.50,0%,C,C,28.46,28.46,100,,67,5,Y,25,,26.50,4.6
T.J. McConnell,,,PG,IND,vs SAC,7th,122.75,5700,17.3,55.3,26.0,6.6,1.02,36.70,9.51,10.85,7.86,14.8,6.8,25.5,29.75,0%,B,C,29.35,29.35,100,,58,5.1,,23,,29.25,5.1
Will Barton,,,SG/SF,DEN,vs NYK,5th,108.75,5700,0,19.9,25.2,3.2,0.81,29.26,9.37,9.93,0,18.7,10.9,31.0,0.00,0%,,,0,0,100,,61,0,,,,,
Larry Nance Jr.,,,SF,CLE,vs POR,27th,107.50,5600,0,22.7,26.8,3.1,0.86,30.89,9.77,11.36,0,14.1,7.8,31.2,0.00,0%,,,0,0,100,,58,0,,,,,
Kyle Anderson,,,SF/PF,MEM,@ MIN,2nd,120.25,5600,19.6,50.6,29.2,3.5,1.07,38.54,10.17,8.84,8.4,18.6,9.6,27.3,29.75,0%,B,C,28.44,28.44,100,,70,5.1,Y,31,,33.00,5.9
Delon Wright,,,PG/SG,SAC,@ IND,30th,116.75,5600,17.8,60.2,25.2,4.2,0.93,33.53,11.69,12.12,11.53,15.6,7.8,27.0,35.50,0%,A,B,38.98,38.98,100,,52,7,Y,40,,55.25,9.9
Cedi Osman,,,SF/PF,CLE,vs POR,27th,107.50,5500,11.4,49.7,21.0,2.8,0.83,29.95,10.19,10.93,10.05,20.3,9.7,25.3,35.50,0%,B,C,29.86,29.86,100,,48,5.4,Y,26,,22.00,4
Bobby Portis,,,PF/C,MIL,vs WAS,10th,123.00,5500,6.8,43.1,24.7,1.1,1.17,42.22,13.04,10.37,7.15,20.5,9.0,21.1,19.75,0%,B,C,28.04,28.04,100,,58,5.1,,16,,19.00,3.5
Hassan Whiteside,,,C,SAC,@ IND,30th,116.75,5500,0,21.7,19.1,0.6,1.25,45.10,17.58,10.87,0,23.1,6.2,15.3,0.00,0%,E,E,2.27,2.27,100,,43,0.4,,,,,
Eric Gordon,,,SG,HOU,vs PHI,12th,103.25,5500,0,17.5,26.8,2.6,0.91,32.95,9.63,8.76,0,25.2,13.6,29.3,0.00,0%,,,0.00,0.00,100,,67,0,,,,,
Robert Williams,,,C,BOS,@ ORL,16th,116.50,5400,18.7,58.7,24.5,1.8,1.28,46.19,14.93,11.44,10.78,14.9,5.0,19.1,26.00,0%,A,B,37.36,37.36,100,,53,6.9,Y,21,,22.50,4.2
Malik Beasley,,,SG/SF,MIN,vs MEM,6th,117.25,5400,0,20,31.5,2.4,0.96,34.63,10.31,10.02,0,24.3,16.2,32.8,0.00,0%,,,0,0,100,,68,0,,,,,
Mikal Bridges,,,SF,PHX,@ ATL,16th,114.25,5400,15.1,48.4,26.5,2.2,0.81,28.99,9.22,9.54,8.64,14.7,9.4,32.9,33.75,0%,B,C,27.34,27.34,100,,64,5.1,Y,29,,26.75,5
Marvin Bagley III,,,PF,SAC,@ IND,30th,116.75,5400,22.6,53.9,26.8,1.0,1.03,37.30,9.35,8.93,8.64,23.2,11.4,25.9,33.25,0%,A,B,35.13,35.13,100,,67,6.5,Y,35,,47.00,8.7
Jakob Poeltl,,,C,SAS,@ UTA,28th,106.00,5400,14.8,50.5,25.7,1.9,0.97,34.83,9.96,10.19,7.61,13.3,6.0,26.5,27.50,0%,C,C,26.61,26.61,100,,60,4.9,Y,13,,18.50,3.4
Mohamed Bamba,,,C,ORL,vs BOS,14th,104.50,5300,19.4,59.6,18.2,0.7,1.26,45.06,21.94,11.49,18.28,22.2,6.2,14.5,30.00,0%,A,B,34.76,34.76,100,,37,6.6,Y,31,,53.75,10.1
Evan Fournier,,,SG,BOS,@ ORL,20th,116.50,5300,14,55.1,28.5,3.2,0.96,34.66,12.00,11.73,10.92,23.2,12.6,29.6,32.75,0%,B,C,28.91,28.91,100,,59,5.5,Y,29,,35.25,6.7
Tristan Thompson,,,C,BOS,@ ORL,16th,116.50,5200,0,13.9,21.4,1.3,0.91,32.95,9.35,6.93,0,15.1,6.1,23.4,0.00,0%,E,D,0,0,100,,68,0,,,,,
Kevin Huerter,,,SG/SF,ATL,vs PHX,15th,113.25,5200,7.2,39,25.0,3.5,0.81,29.00,8.35,9.08,5.68,17.3,10.7,31.0,24.50,0%,E,D,18.54,18.54,100,,64,3.6,,25,,20.00,3.8
Robert Covington,,,PF/C,POR,@ CLE,1st,119.50,5100,17.5,50.2,25.6,1.7,0.80,28.74,8.90,9.36,7.91,11.7,7.4,32.1,32.00,0%,B,C,27.82,27.82,100,,63,5.5,Y,26,,22.25,4.4
Nerlens Noel,,,C,NYK,@ DEN,12th,105.75,5100,15.7,47,20.3,0.8,0.86,30.85,9.61,8.94,7.34,9.9,3.6,23.6,27.50,0%,D,D,21.66,21.66,100,,56,4.2,Y,30,,26.25,5.1
Keldon Johnson,,,PF,SAS,@ UTA,23rd,106.00,5100,11.2,47.7,25.6,1.8,0.88,31.69,9.77,10.43,8.01,18.9,10.3,29.0,29.50,0%,C,C,24.55,24.55,100,,59,4.8,Y,26,,10.50,2.1
Chuma Okeke,,,PF/C,ORL,vs BOS,14th,104.50,5000,0,19.2,19.4,2.2,0.77,27.80,9.73,9.58,0,13.8,7.2,25.2,0.00,0%,,,0,0,100,,51,0,,,,,
Moritz Wagner,,,PF/C,ORL,vs BOS,14th,104.50,4900,19.2,53.9,13.1,1.1,0.91,32.72,15.45,9.89,15.13,16.8,4.6,14.4,35.25,0%,A,B,31.1,31.1,100,,25,6.3,Y,26,,30.50,6.2
Dwayne Bacon,,,SG/SF,ORL,vs BOS,18th,104.50,4900,7.9,36.4,17.9,1.2,0.69,24.98,10.29,8.14,8.22,19.4,9.9,25.8,28.75,0%,B,C,26.03,26.03,100,,55,5.3,Y,29,,26.50,5.4
Rui Hachimura,,,PF,WAS,@ MIL,27th,120.00,4900,0,18.2,24.6,1.5,0.78,28.23,8.04,9.11,0,18.1,11.1,31.4,0.00,0%,D,D,0,0,100,,63,0,,,,,
Aaron Gordon,,,SF/PF,DEN,vs NYK,7th,108.75,4900,11.2,50.6,27.6,3.4,0.98,35.34,10.10,11.27,7.79,20.8,10.1,28.1,27.75,0%,C,C,23.5,23.5,100,,59,4.8,Y,22,,6.75,1.4
Reggie Bullock,,,SG/SF,NYK,@ DEN,13th,105.75,4900,9.9,35.9,19.7,1.5,0.68,24.49,7.37,7.43,6.24,14.6,8.4,29.0,30.50,0%,D,D,21.48,21.48,100,,62,4.4,Y,24,,22.50,4.6
James Ennis,,,SF/PF,ORL,vs BOS,14th,104.50,4800,0,16.6,17.8,1.5,0.74,26.74,10.36,8.32,0,14.0,5.9,24.0,0.00,0%,,,0,0,100,,53,0,,,,,
Brook Lopez,,,C,MIL,vs WAS,8th,123.00,4800,17.1,44.2,23.5,0.8,0.86,31.07,9.10,7.73,6.89,16.7,9.0,27.3,27.25,0%,B,C,26.36,26.36,100,,67,5.5,Y,26,,26.50,5.5
De'Andre Hunter,,,SF,ATL,vs PHX,19th,113.25,4800,0,20.6,28.5,2.1,0.91,32.83,7.67,10.32,0,19.4,11.3,31.3,0.00,0%,,,0.00,0.00,100,,64,0,,,,,
Michael Carter-Williams,,,PG,ORL,vs BOS,14th,104.50,4700,0,18.7,22.5,4.1,0.87,31.39,10.52,9.36,0,20.3,8.7,25.8,0.00,0%,,,0,0,100,,58,0,,,,,
Lou Williams,,,PG/SG,ATL,vs PHX,13th,113.25,4700,0.8,36.2,21.0,3.4,0.95,34.32,12.39,10.12,5.25,26.0,10.1,22.0,15.25,0%,E,E,12.88,12.88,100,,52,2.7,,19,,29.00,6.2
Donte DiVincenzo,,,PG/SG,MIL,vs WAS,9th,123.00,4600,14,46.2,24.7,3.0,0.90,32.45,10.41,9.21,8.02,16.7,9.1,27.4,27.75,0%,A,C,27.28,27.28,100,,63,5.9,Y,20,,32.25,7
Danilo Gallinari,,,PF,ATL,vs PHX,19th,113.25,4600,5.9,47.8,23.0,1.4,0.96,34.62,13.58,11.99,9.05,22.2,9.4,23.9,24.00,0%,C,C,22.98,22.98,100,,48,5,,24,,30.25,6.6
Facundo Campazzo,,,PG/SG,DEN,vs NYK,6th,108.75,4600,12.6,47.3,15.7,3.3,0.75,26.89,11.52,9.90,11.28,12.8,4.5,21.0,35.25,0%,B,C,24.98,24.98,100,,37,5.4,Y,33,,47.75,10.4
PJ Dozier,,,SG/SF,DEN,vs NYK,4th,108.75,4600,0,15.6,17.2,1.8,0.79,28.41,12.10,7.81,0,17.2,7.1,21.8,0.00,0%,,,0,0,100,,55,0,,,,,
Royce O'Neale,,,SF/PF,UTA,vs SAS,11th,113.00,4600,12.1,38.9,22.3,2.5,0.70,25.22,8.36,7.66,7.61,9.3,5.5,31.8,32.75,0%,C,C,22.83,22.83,100,,66,5,Y,25,,18.75,4.1
R.J. Hampton,,,PG/SG,ORL,vs BOS,18th,104.50,4500,8,46,13.2,1.3,0.80,28.60,13.07,10.86,11.07,19.1,5.4,16.6,30.50,0%,A,C,28.58,28.58,100,,18,6.4,,31,,39.50,8.8
Otto Porter,,,SF,ORL,vs BOS,14th,104.50,4500,0,21.9,21.2,2.0,0.98,35.32,11.51,10.97,0,18.4,8.1,21.6,0.00,0%,,,0,0,100,,48,0,,,,,
Ricky Rubio,,,PG,MIN,vs MEM,5th,117.25,4500,12.9,47.3,25.1,6.5,0.96,34.66,10.69,9.81,7.42,16.0,7.2,26.1,25.00,0%,C,D,21.79,21.79,100,,61,4.8,,17,,12.50,2.8
Raulzinho Neto,,,PG/SG,WAS,@ MIL,21st,120.00,4500,9.9,38,17.4,2.3,0.82,29.45,10.20,8.02,6.87,15.7,6.9,21.3,24.25,0%,B,C,23.02,23.02,100,,54,5.1,Y,23,,15.50,3.4
Cam Reddish,,,SG,ATL,vs PHX,13th,113.25,4500,0,17,21.4,1.3,0.74,26.76,9.64,8.50,0,18.9,10.1,28.8,0.00,0%,,,0.00,0.00,100,,60,0,,,,,
Enes Kanter,,,C,POR,@ CLE,1st,119.50,4400,4.4,47.3,29.7,1.2,1.19,42.72,12.36,12.25,6.09,17.5,8.0,25.0,17.75,0%,C,D,20.07,20.07,100,,59,4.6,,21,,37.75,8.6
De'Anthony Melton,,,PG/SG,MEM,@ MIN,3rd,120.25,4400,5.1,43.7,21.5,2.6,1.06,38.24,13.07,11.04,6.99,20.2,7.9,20.3,19.25,0%,E,D,16,16,100,,49,3.6,,25,,19.25,4.4
Terence Davis,,,SG/SF,SAC,@ IND,30th,116.75,4400,13,44.9,13.9,1.2,0.86,31.01,13.48,9.12,10.58,21.1,6.6,16.2,28.25,0%,A,C,27.02,27.02,100,,34,6.1,,20,,27.00,6.1
Gary Harris,,,SG/SF,ORL,vs BOS,18th,104.50,4300,4.7,31.4,18.5,2.1,0.64,23.01,10.64,7.63,7.24,16.5,8.9,29.0,24.50,0%,C,D,20.49,20.49,100,,59,4.8,Y,23,,10.75,2.5
Isaac Okoro,,,SG/SF,CLE,vs POR,26th,107.50,4300,8.3,36.8,17.9,1.8,0.56,20.09,7.62,8.15,7.2,13.4,7.6,32.0,34.00,0%,C,D,19.71,19.71,100,,54,4.6,Y,31,,16.50,3.8
Daniel Gafford,,,C,WAS,@ MIL,27th,120.00,4300,8.9,40.5,16.3,0.5,1.12,40.40,13.92,9.03,7.44,16.3,4.1,14.5,19.25,0%,D,D,17.53,17.53,100,,45,4.1,,14,,31.00,7.2
Edmond Sumner,,,SG/SF,IND,vs SAC,7th,122.75,4300,0,16.8,12.9,0.9,0.79,28.42,24.37,8.40,0,19.1,5.4,16.3,0.00,0%,E,E,1.36,1.36,100,,35,0.3,,,,,
Furkan Korkmaz,,,SG/SF,PHI,@ HOU,21st,117.25,4300,0,17.6,16.7,1.4,0.87,31.26,12.45,8.82,0,21.1,7.7,19.2,0.00,0%,,,0,0,100,,47,0,,,,,
