Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Christian Wood,,,C,HOU,vs NYK,6th,104.00,8600,26.3,62.2,40.4,1.7,1.25,45.08,9.33,10.25,8.88,26.0,15.7,32.3,34.25,0%,B,A,45.42,45.42,100,,75,5.3,Y,35,,34.50,4
Jaylen Brown,,,SG/SF,BOS,vs POR,25th,117.00,8400,26.3,59.9,41.1,3.4,1.19,42.95,11.07,9.61,11.07,29.9,19.1,34.5,36.00,0%,C,A,40.23,40.23,100,,77,4.8,Y,35,,36.25,4.3
Bam Adebayo,,,C,MIA,@ CHA,18th,109.00,8300,26.9,57.7,42.3,5.2,1.26,45.47,8.68,8.80,7.66,24.2,12.7,33.5,31.75,0%,C,A,40.38,40.38,100,,79,4.9,Y,34,,45.75,5.5
DeMar DeRozan,,,SF,SAS,vs PHI,13th,104.50,8200,0,22.3,40.0,7.4,1.17,42.06,8.74,11.17,0,25.3,15.2,34.3,0.00,0%,C,B,0,0,100,,72,0,,,,,
C.J. McCollum,,,PG/SG,POR,@ BOS,15th,118.00,8100,24.6,62.9,39.2,4.7,1.16,41.76,9.14,10.94,9.2,27.3,18.9,33.8,36.25,0%,C,B,37.95,37.95,100,,72,4.7,Y,38,,50.25,6.2
Devin Booker,,,SG,PHX,@ OKC,6th,118.75,8000,26.7,58.9,38.8,4.4,1.15,41.35,9.59,9.21,8.86,32.7,19.3,33.8,33.25,0%,B,A,40.58,40.58,100,,76,5.1,Y,36,,47.25,5.9
Fred VanVleet,,,PG/SG,TOR,@ LAL,25th,102.25,7900,0,24.6,39.6,6.2,1.09,39.29,10.65,12.30,0,23.9,16.4,36.3,0.00,0%,C,B,0,0,100,,69,0,,,,,
Pascal Siakam,,,PF,TOR,@ LAL,30th,102.25,7800,23.1,64.3,39.7,4.5,1.11,40.13,10.58,11.78,10.73,26.0,16.6,35.7,36.50,0%,B,A,41.23,41.23,100,,70,5.3,Y,38,,70.75,9.1
Chris Paul,,,PG,PHX,@ OKC,5th,118.75,7700,21.8,61.2,38.5,8.7,1.22,43.85,11.08,11.26,9.39,22.0,12.5,31.6,30.50,0%,B,A,40.98,40.98,100,,71,5.3,Y,28,,36.25,4.7
Kevin Porter Jr.,,,PG,HOU,vs NYK,7th,104.00,7600,8,63,32.7,6.4,1.01,36.32,13.99,15.71,13.8,25.0,14.2,32.4,35.50,0%,B,B,39.79,39.79,100,,52,5.2,Y,37,,30.50,4
Terry Rozier,,,PG/SG,CHA,vs MIA,9th,104.00,7500,16.1,56.7,36.0,4.1,1.06,38.00,10.08,11.58,9.66,24.6,16.2,34.1,34.50,0%,D,B,32.54,32.54,100,,68,4.3,Y,27,,25.25,3.4
Dejounte Murray,,,PG,SAS,vs PHI,12th,104.50,7500,0,22.3,36.4,5.4,1.13,40.84,11.13,11.17,0,22.8,14.5,32.1,0.00,0%,B,B,0,0,100,,69,0,,,,,
Kelly Olynyk,,,PF/C,HOU,vs NYK,6th,104.00,7400,15.8,56.8,28.2,2.4,1.00,35.91,10.58,11.69,9.92,18.5,9.7,28.3,33.75,0%,C,B,34.73,34.73,100,,59,4.7,Y,36,,48.50,6.6
Shai Gilgeous-Alexander,,,PG,OKC,vs PHX,15th,103.75,7400,0,22,41.0,5.9,1.22,43.83,9.05,10.98,0,28.7,16.1,33.7,0.00,0%,,,0.00,0.00,100,,73,0,,,,,
Kemba Walker,,,PG,BOS,vs POR,29th,117.00,7300,0,16.9,33.8,5.0,1.07,38.67,9.23,8.47,0,26.0,15.3,31.5,0.00,0%,,,0.00,0.00,100,,75,0,,,,,
Tyrese Haliburton,,,PG/SG,SAC,@ DAL,18th,110.50,7300,21.5,56.9,28.8,5.3,0.95,34.34,8.85,10.10,8.91,18.1,10.7,30.2,36.25,0%,B,B,38.9,38.9,100,,65,5.3,Y,23,,23.00,3.2
Harrison Barnes,,,SF/PF,SAC,@ DAL,16th,110.50,7300,0,18.8,31.7,3.5,0.88,31.48,8.93,9.40,0,17.3,11.1,36.2,0.00,0%,,,0,0,100,,70,0,,,,,
Andre Drummond,,,C,LAL,vs TOR,27th,112.25,7300,13.2,67.9,39.5,2.2,1.43,51.50,13.66,15.63,9.39,28.6,13.4,27.6,24.75,0%,C,B,35.03,35.03,100,,60,4.8,Y,26,,37.75,5.2
Jusuf Nurkic,,,C,POR,@ BOS,14th,118.00,7200,21,59.6,29.5,3.2,1.27,45.86,12.03,11.03,9.19,22.0,8.5,23.2,27.50,0%,C,B,33.39,33.39,100,,63,4.6,Y,29,,39.25,5.5
Ben Simmons,,,PG,PHI,@ SAS,12th,114.50,7200,24.2,59.9,38.1,7.0,1.17,42.13,8.34,10.19,7.24,20.7,10.3,32.6,31.25,0%,B,B,37.03,37.03,100,,73,5.1,Y,35,,23.50,3.3
Miles Bridges,,,SF/PF,CHA,vs MIA,9th,104.00,7100,13.4,52.5,26.4,2.2,0.91,32.71,9.92,11.16,9.51,16.7,9.1,29.0,34.50,0%,D,C,29.62,29.62,100,,58,4.2,Y,31,,27.50,3.9
Buddy Hield,,,SG/SF,SAC,@ DAL,18th,110.50,7000,19,51.7,30.9,3.3,0.90,32.43,8.27,9.36,7.75,20.5,13.9,34.3,33.75,0%,C,B,33.58,33.58,100,,70,4.8,Y,42,,42.00,6
Tobias Harris,,,SF/PF,PHI,@ SAS,11th,114.50,7000,20.1,56,37.8,3.6,1.16,41.67,10.25,10.25,8.83,24.2,15.0,32.6,31.00,0%,B,B,35.45,35.45,100,,73,5.1,Y,36,,22.75,3.3
Kyle Lowry,,,PG,TOR,@ LAL,25th,102.25,7000,23.5,58.4,37.4,7.3,1.08,38.75,9.74,9.96,9.67,21.2,12.8,34.7,35.75,0%,A,B,38.56,38.56,100,,73,5.5,Y,41,,63.00,9
Victor Oladipo,,,PG/SG,MIA,@ CHA,26th,109.00,6900,0,19.3,36.3,4.6,1.11,40.01,9.96,9.63,0,28.9,17.5,32.7,0.00,0%,,,0,0,100,,73,0,,,,,
Gordon Hayward,,,PF,CHA,vs MIA,8th,104.00,6900,0,21.5,36.1,4.1,1.06,38.24,10.18,10.76,0,23.8,15.0,34.0,0.00,0%,,,0,0,100,,70,0,,,,,
Dennis Schroder,,,PG,LAL,vs TOR,28th,112.25,6900,0,18.7,30.7,5.8,0.95,34.29,9.07,9.35,0,22.8,12.5,32.2,0.00,0%,D,B,0,0,100,,70,0,,,,,
LaMelo Ball,,,PG,CHA,vs MIA,9th,104.00,6800,14.3,59,36.2,6.2,1.27,45.62,11.33,12.75,8.73,25.4,12.8,28.6,27.75,0%,B,B,36.23,36.23,100,,65,5.3,Y,30,,36.50,5.4
Derrick White,,,PG/SG,SAS,vs PHI,12th,104.50,6800,0,20,28.4,3.5,0.96,34.57,11.52,10.00,0,22.6,12.6,29.5,0.00,0%,,,0,0,100,,65,0,,,,,
OG Anunoby,,,SF/PF,TOR,@ LAL,21st,102.25,6800,0,18.4,31.0,2.2,0.93,33.42,8.56,9.22,0,19.5,12.1,33.4,0.00,0%,C,B,0,0,100,,70,0,,,,,
Deandre Ayton,,,C,PHX,@ OKC,5th,118.75,6700,23.8,55.9,33.7,1.4,1.10,39.65,8.76,9.18,7.42,18.9,10.3,30.6,30.50,0%,B,B,34.56,34.56,100,,73,5.2,Y,31,,21.25,3.2
Chris Boucher,,,PF/C,TOR,@ LAL,30th,102.25,6600,0,27,29.1,1.1,1.21,43.72,12.66,13.51,0,20.5,9.2,24.0,0.00,0%,,,0,0,100,,54,0,,,,,
PJ Washington,,,PF/C,CHA,vs MIA,9th,104.00,6500,12,54.2,28.8,2.6,0.96,34.59,10.31,12.07,9.45,19.3,10.4,30.0,33.00,0%,C,B,31.97,31.97,100,,58,4.9,Y,30,,35.00,5.4
Richaun Holmes,,,C,SAC,@ DAL,18th,110.50,6500,16.5,57.4,32.1,1.6,1.08,39.05,10.65,11.69,9.02,17.6,9.4,29.6,30.50,0%,B,B,34.33,34.33,100,,64,5.3,Y,25,,27.75,4.3
RJ Barrett,,,SF,NYK,@ HOU,18th,114.00,6500,21.4,53.9,31.2,3.0,0.90,32.37,7.60,9.28,8.02,23.5,14.7,34.7,38.00,0%,B,B,34.92,34.92,100,,70,5.4,Y,40,,41.75,6.4
Marcus Smart,,,PG/SG,BOS,vs POR,25th,117.00,6400,22.7,50.7,30.5,5.6,0.92,33.33,8.69,8.00,8.69,18.4,10.7,33.0,36.00,0%,C,B,31.2,31.2,100,,74,4.9,Y,35,,33.00,5.2
Devonte' Graham,,,PG/SG,CHA,vs MIA,9th,104.00,6400,14.8,43.8,29.1,5.4,0.97,34.80,8.50,8.28,6.67,21.7,12.2,30.1,28.25,0%,E,C,24.81,24.81,100,,72,3.9,,24,,18.50,2.9
Norman Powell,,,SG/SF,POR,@ BOS,15th,118.00,6300,16.3,56.3,28.6,1.9,0.91,32.69,10.25,11.42,9.82,23.1,13.3,31.4,34.50,0%,C,C,29.11,29.11,100,,60,4.6,Y,39,,36.00,5.7
Luguentz Dort,,,PG/SG,OKC,vs PHX,15th,103.75,6300,5.9,46.5,24.3,1.6,0.81,29.16,10.97,11.61,9.75,21.4,12.0,29.9,32.00,0%,D,C,27.01,27.01,100,,52,4.3,Y,35,,17.25,2.7
Darius Bazley,,,PF,OKC,vs PHX,17th,103.75,6200,12.4,46.2,27.1,1.6,0.87,31.24,9.33,9.68,8.49,21.1,12.3,31.2,32.75,0%,C,C,28.16,28.16,100,,64,4.5,Y,35,,34.25,5.5
Jae'Sean Tate,,,SG/SF,HOU,vs NYK,5th,104.00,6000,17,48.3,24.9,2.4,0.85,30.58,9.66,8.95,9.26,15.8,8.7,29.3,34.50,0%,B,B,30.72,30.72,100,,64,5.1,Y,29,,16.25,2.7
Kendrick Nunn,,,PG,MIA,@ CHA,18th,109.00,5800,10.1,53.6,25.2,2.8,0.86,30.94,11.60,12.43,10.63,21.3,11.6,29.3,33.00,0%,C,C,28.02,28.02,100,,51,4.8,Y,37,,26.25,4.5
Kyle Kuzma,,,SF/PF,LAL,vs TOR,29th,112.25,5800,7.6,41.3,26.1,1.8,0.92,32.96,10.05,9.62,6.98,20.1,11.2,28.5,25.00,0%,E,D,21.45,21.45,100,,63,3.7,,36,,36.25,6.3
Derrick Rose,,,PG/SG,NYK,@ HOU,22nd,114.00,5600,21.8,52.3,25.6,4.2,1.03,37.07,10.43,8.71,8.62,26.0,12.0,24.9,29.75,0%,B,C,28.93,28.93,100,,66,5.2,,31,,41.00,7.3
Duncan Robinson,,,SG/SF,MIA,@ CHA,18th,109.00,5500,9.8,35.4,22.8,1.8,0.72,25.83,7.74,7.31,6.18,16.4,10.0,31.8,28.75,0%,E,D,21.89,21.89,100,,68,4,Y,27,,19.25,3.5
Eric Gordon,,,SG,HOU,vs NYK,7th,104.00,5500,0,17.5,26.8,2.6,0.91,32.95,9.63,8.76,0,25.2,13.6,29.3,0.00,0%,,,0.00,0.00,100,,67,0,,,,,
Jakob Poeltl,,,C,SAS,vs PHI,13th,104.50,5500,0,20.4,25.8,1.9,0.97,34.94,9.99,10.18,0,13.2,6.0,26.6,0.00,0%,B,C,0,0,100,,61,0,,,,,
Tristan Thompson,,,C,BOS,vs POR,21st,117.00,5400,14.1,38.5,21.5,1.2,0.92,33.04,9.42,6.98,6.28,15.1,6.1,23.4,24.00,0%,E,D,20.97,20.97,100,,68,3.9,Y,23,,18.00,3.3
Evan Fournier,,,SG/SF,BOS,vs POR,25th,117.00,5300,7.4,48.6,28.2,3.2,0.96,34.48,12.13,11.79,8.84,23.4,12.7,29.5,26.25,0%,B,C,27.31,27.31,100,,58,5.2,Y,34,,37.75,7.1
Hassan Whiteside,,,C,SAC,@ DAL,22nd,110.50,5300,0,23.2,19.1,0.6,1.25,45.10,17.58,10.87,0.49,23.1,6.2,15.3,1.00,0%,E,E,2.11,2.11,100,,43,0.4,,,,,
Mikal Bridges,,,SF,PHX,@ OKC,5th,118.75,5300,15.6,48.1,26.2,2.2,0.80,28.79,9.16,9.29,8.52,14.7,9.3,32.7,33.50,0%,B,C,28.58,28.58,100,,65,5.4,Y,37,,24.75,4.7
Robert Williams,,,C,BOS,vs POR,21st,117.00,5200,14.8,55.2,24.5,1.8,1.29,46.44,15.03,11.56,9.81,15.1,5.1,19.0,23.50,0%,B,C,28.28,28.28,100,,53,5.4,,24,,24.25,4.7
Goran Dragic,,,PG,MIA,@ CHA,18th,109.00,5200,9.8,41.5,25.5,4.6,0.96,34.47,10.69,9.08,6.98,23.9,10.6,26.6,23.50,0%,C,C,24.98,24.98,100,,64,4.8,,30,,26.50,5.1
Robert Covington,,,PF/C,POR,@ BOS,14th,118.00,5100,17.8,51,25.5,1.7,0.79,28.66,9.01,9.49,8.2,11.7,7.4,32.1,32.75,0%,B,C,25.61,25.61,100,,63,5,Y,31,,24.00,4.7
Khem Birch,,,C,TOR,@ LAL,30th,102.25,5100,12.6,49.6,17.9,1.2,0.83,30.00,10.86,10.57,10.48,12.6,5.0,21.5,34.75,0%,B,C,27.53,27.53,100,,41,5.4,Y,30,,18.25,3.6
Dorian Finney-Smith,,,SF/PF,DAL,vs SAC,9th,116.50,5000,14,39.7,22.7,1.6,0.70,25.25,7.09,7.35,6.45,12.3,7.8,32.4,32.75,0%,B,C,25.22,25.22,100,,68,5,Y,35,,17.25,3.5
Delon Wright,,,PG/SG,SAC,@ DAL,23rd,110.50,5000,8.2,48.9,24.6,4.1,0.92,33.07,11.55,11.64,8.42,15.5,7.6,26.8,26.25,0%,B,C,27.41,27.41,100,,53,5.5,,31,,26.50,5.3
Moses Brown,,,C,OKC,vs PHX,16th,103.75,5000,1.3,47.3,22.7,0.2,1.11,39.80,17.06,13.15,9,17.6,6.1,20.5,19.00,0%,B,C,26.53,26.53,100,,42,5.3,Y,14,,15.50,3.1
Gary Trent Jr.,,,SG/SF,TOR,@ LAL,25th,102.25,5000,0,23.2,23.8,1.4,0.77,27.71,12.29,11.62,0,20.7,13.3,30.9,0.00,0%,,,0,0,100,,51,0,,,,,
Tim Hardaway Jr.,,,SF,DAL,vs SAC,4th,116.50,4900,0,19.2,24.8,1.7,0.88,31.52,10.12,9.60,0,23.4,12.9,28.3,0.00,0%,C,C,0,0,100,,61,0,,,,,
Reggie Bullock,,,SG/SF,NYK,@ HOU,18th,114.00,4900,13.7,40.1,19.7,1.5,0.68,24.44,7.49,7.55,7.28,14.6,8.4,29.0,35.00,0%,C,C,24.23,24.23,100,,62,4.9,Y,26,,19.75,4
Jalen McDaniels,,,SF/PF,CHA,vs MIA,9th,104.00,4800,0,29,13.3,1.0,0.79,28.58,13.79,9.72,4.6,19.4,5.3,16.8,12.00,0%,E,E,10.73,10.73,100,,27,2.2,,27,,26.75,5.6
Jalen Brunson,,,PG/SG,DAL,vs SAC,8th,116.50,4800,7.5,39.4,23.0,3.4,0.91,32.86,9.94,9.12,6.14,20.2,9.1,25.2,22.25,0%,C,C,22.95,22.95,100,,60,4.8,,25,,26.00,5.4
Theo Maledon,,,PG,OKC,vs PHX,14th,103.75,4800,5.2,36.4,21.1,3.5,0.77,27.63,8.52,8.90,5.86,19.3,9.2,27.4,24.75,0%,B,C,24.28,24.28,100,,58,5.1,Y,28,,31.50,6.6
Keldon Johnson,,,PF,SAS,vs PHI,13th,104.50,4800,13.8,49.9,25.5,1.7,0.88,31.76,9.74,10.30,8.86,18.8,10.2,28.9,32.75,0%,A,C,29.08,29.08,100,,60,6.1,Y,38,,40.00,8.3
Montrezl Harrell,,,C,LAL,vs TOR,21st,112.25,4800,4.2,40.1,26.1,1.1,1.10,39.65,12.38,10.23,5.67,21.0,9.0,23.7,16.50,0%,E,D,15.65,15.65,100,,61,3.3,,17,,17.75,3.7
Aleksej Pokusevski,,,SF,OKC,vs PHX,17th,103.75,4700,5,43.1,19.5,2.1,0.83,29.65,9.78,10.88,6.93,19.7,8.9,23.6,25.50,0%,C,D,21.44,21.44,100,,44,4.6,Y,10,,7.00,1.5
Cody Martin,,,SF,CHA,vs MIA,8th,104.00,4600,0.2,30.4,12.5,1.7,0.74,26.68,16.86,8.62,8.08,13.0,3.8,16.8,17.25,0%,E,E,14.77,14.77,100,,31,3.2,Y,7,,2.75,0.6
Nerlens Noel,,,C,NYK,@ HOU,20th,114.00,4600,17.7,48.3,20.6,0.8,0.86,30.99,9.40,8.74,7.31,9.8,3.6,23.9,28.00,0%,B,C,24.93,24.93,100,,58,5.4,Y,11,,4.00,0.9
Enes Kanter,,,C,POR,@ BOS,14th,118.00,4500,4.3,46.4,30.3,1.3,1.20,42.99,12.30,12.04,5.98,17.6,8.1,25.3,17.50,0%,D,D,18.98,18.98,100,,60,4.2,,18,,14.75,3.3
Malik Monk,,,SG,CHA,vs MIA,9th,104.00,4500,0,40.3,20.8,1.9,0.95,34.39,14.27,11.92,7.53,24.3,10.0,21.8,19.00,0%,E,D,17.85,17.85,100,,43,4,,27,,22.00,4.9
Marvin Bagley III,,,PF,SAC,@ DAL,23rd,110.50,4500,14.7,45.8,26.5,0.9,1.04,37.39,9.46,8.88,7.03,23.1,11.2,25.6,26.75,0%,A,C,28.26,28.26,100,,66,6.3,Y,34,,40.25,8.9
Isaiah Roby,,,PF/C,OKC,vs PHX,17th,103.75,4500,8.7,39.2,21.7,1.9,0.92,33.13,11.12,8.70,7.34,17.6,7.1,23.6,23.75,0%,C,D,20.27,20.27,100,,60,4.5,,22,,17.75,3.9
Shake Milton,,,PG/SG,PHI,@ SAS,13th,114.50,4500,2.3,34.5,22.2,3.0,0.94,33.77,12.97,9.20,6.21,25.4,10.9,23.6,17.25,0%,E,D,16.43,16.43,100,,59,3.7,,18,,11.75,2.6
Tyler Herro,,,PG/SG,MIA,@ CHA,26th,109.00,4400,0,20.5,28.2,3.4,0.92,33.20,9.50,10.24,0,23.2,13.1,30.6,0.00,0%,,,0,0,100,,64,0,,,,,
Dwight Howard,,,C,PHI,@ SAS,12th,114.50,4400,3.2,37.3,20.8,0.9,1.21,43.38,15.98,9.75,6.66,18.4,4.3,17.2,15.00,0%,E,D,17.36,17.36,100,,53,3.9,,18,,36.25,8.2
Trevor Ariza,,,PF,MIA,@ CHA,28th,109.00,4300,5.9,42,20.6,1.8,0.76,27.39,10.05,10.30,7.82,15.3,7.7,27.1,28.00,0%,C,D,20.85,20.85,100,,50,4.8,Y,31,,32.25,7.5
Josh Richardson,,,SG,DAL,vs SAC,4th,116.50,4300,12.6,40.4,23.4,2.7,0.74,26.66,7.74,7.94,6.34,18.1,10.5,31.5,29.50,0%,A,C,24.62,24.62,100,,66,5.7,Y,26,,22.25,5.2
Armoni Brooks,,,PG,HOU,vs NYK,6th,104.00,4300,4.4,34.7,15.3,1.2,0.67,24.04,10.50,8.64,7.36,16.9,7.4,22.8,25.25,0%,E,E,12.41,12.41,100,,44,2.9,,18,,8.25,1.9
Danny Green,,,SF,PHI,@ SAS,10th,114.50,4300,4.9,39.6,21.7,1.7,0.77,27.87,9.28,9.91,6.25,13.5,7.8,28.1,24.25,0%,D,D,18.14,18.14,100,,54,4.2,Y,34,,26.75,6.2
Mitchell Robinson,,,C,NYK,@ HOU,23rd,114.00,4200,0,15.4,24.2,0.5,0.88,31.68,8.72,7.71,0,11.9,5.7,27.5,0.00,0%,,,0,0,100,,68,0,,,,,
Malachi Flynn,,,PG,TOR,@ LAL,25th,102.25,4200,10,58.7,15.3,2.8,0.85,30.73,15.21,13.91,14.89,19.0,6.2,17.9,35.25,0%,A,C,29.79,29.79,100,,9,7.1,Y,20,,2.25,0.5
Kentavious Caldwell-Pope,,,SG,LAL,vs TOR,28th,112.25,4200,9.1,38.8,18.1,1.7,0.65,23.58,9.67,8.49,8.53,14.3,7.5,27.7,31.75,0%,C,D,20.19,20.19,100,,53,4.8,Y,33,,21.75,5.2
Carmelo Anthony,,,PF,POR,@ BOS,14th,118.00,4100,5.2,37.7,23.1,1.5,0.94,33.63,10.14,9.28,5.7,23.6,11.5,24.7,20.25,0%,D,D,17.8,17.8,100,,60,4.3,,27,,17.75,4.3
Alec Burks,,,SF,NYK,@ HOU,21st,114.00,4100,0,19.4,24.0,2.2,0.93,33.55,10.06,9.68,0,20.4,10.1,25.7,0.00,0%,C,D,0,0,100,,60,0,,,,,
Cameron Johnson,,,SF/PF,PHX,@ OKC,6th,118.75,4100,12.9,34.8,18.4,1.5,0.77,27.65,9.88,6.25,7.34,17.1,8.0,24.0,26.75,0%,B,D,21.8,21.8,100,,66,5.3,,21,,17.00,4.1
Payton Pritchard,,,PG,BOS,vs POR,29th,117.00,4000,0.8,32.9,14.9,1.8,0.77,27.80,12.05,9.17,6.11,16.4,6.2,19.3,18.25,0%,E,E,12.64,12.64,100,,38,3.2,,19,,21.50,5.4
Danuel House,,,SF/PF,HOU,vs NYK,5th,104.00,4000,0,17.7,18.9,1.8,0.71,25.34,8.43,8.83,0,14.9,7.6,26.8,0.00,0%,E,D,0,0,100,,53,0,,,,,
Furkan Korkmaz,,,SG/SF,PHI,@ SAS,10th,114.50,4000,1,31.7,17.0,1.4,0.87,31.16,12.49,8.77,5.98,21.2,7.8,19.6,17.25,0%,E,E,13.58,13.58,100,,48,3.4,,13,,15.50,3.9
Talen Horton-Tucker,,,SF,LAL,vs TOR,29th,112.25,4000,0.7,36,17.9,2.5,0.92,33.19,13.13,10.06,5.84,21.2,7.4,19.4,16.00,0%,E,E,14.73,14.73,100,,44,3.7,,22,,26.75,6.7
KJ Martin Jr.,,,PF,HOU,vs NYK,6th,104.00,3800,7.9,40,17.1,0.6,0.83,29.81,13.68,9.16,9.5,14.6,5.6,20.7,25.00,0%,A,D,21.61,21.61,100,,46,5.7,,32,,22.50,5.9
Immanuel Quickley,,,PG/SG,NYK,@ HOU,21st,114.00,3800,5.3,42.8,19.4,2.1,0.99,35.94,12.91,10.69,7.53,25.7,9.3,19.5,21.00,0%,A,C,23.11,23.11,100,,45,6.1,,23,,24.50,6.4
Kenrich Williams,,,SG/SF,OKC,vs PHX,19th,103.75,3800,0,25.1,18.0,2.2,0.85,30.41,11.05,9.32,2.53,14.5,6.0,21.3,8.25,0%,,,0,0,100,,48,0,,30,,26.25,6.9
Seth Curry,,,SG,PHI,@ SAS,13th,114.50,3800,7.1,37.9,21.2,2.7,0.74,26.62,10.37,8.81,7.35,17.2,9.8,28.6,25.50,0%,B,D,19.18,19.18,100,,58,5,Y,35,,35.75,9.4
Rudy Gay,,,SF/PF,SAS,vs PHI,13th,104.50,3800,13.9,38.7,22.2,1.4,1.03,37.11,9.67,7.09,6.51,23.4,9.9,21.5,24.25,0%,A,C,27.93,27.93,100,,68,7.4,Y,36,,38.00,10
Maurice Harkless,,,SF/PF,SAC,@ DAL,16th,110.50,3700,8.4,39.5,11.1,1.0,0.56,20.04,11.16,8.89,9.69,10.2,3.8,20.0,31.25,0%,B,D,19.55,19.55,100,,20,5.3,Y,17,,4.25,1.1
Trey Burke,,,PG/SG,DAL,vs SAC,8th,116.50,3700,2.4,34.5,11.8,1.4,0.79,28.35,15.28,9.18,7.75,19.5,5.8,15.0,18.25,0%,D,D,15.76,15.76,100,,22,4.3,,17,,7.00,1.9
Torrey Craig,,,SG/SF,PHX,@ OKC,6th,118.75,3700,4.2,33.2,13.0,0.9,0.88,31.72,14.32,8.31,8.15,13.3,4.0,14.7,20.50,0%,B,D,20.11,20.11,100,,36,5.4,Y,31,,40.00,10.8
Jae Crowder,,,PF,PHX,@ OKC,6th,118.75,3700,0,16.7,22.2,2.1,0.81,29.10,9.95,8.34,0,15.8,8.1,27.5,0.00,0%,,,0,0,100,,62,0,,,,,
Sterling Brown,,,SG/SF,HOU,vs NYK,7th,104.00,3600,0,17.7,18.3,1.4,0.76,27.33,10.57,8.86,0,13.4,6.5,24.1,0.00,0%,E,E,0,0,100,,52,0,,,,,
Svi Mykhailiuk,,,SG,OKC,vs PHX,15th,103.75,3600,0,32.2,15.7,1.7,0.78,27.96,12.65,9.29,6.59,18.9,7.3,20.2,18.75,0%,D,D,15.18,15.18,100,,41,4.2,,15,,9.00,2.5
Ty Jerome,,,PG/SG,OKC,vs PHX,15th,103.75,3600,4.6,29.5,21.0,3.6,0.87,31.31,9.37,7.12,4.95,18.6,8.5,24.1,19.00,0%,B,D,18.96,18.96,100,,66,5.3,,23,,30.00,8.3
Dewayne Dedmon,,,C,MIA,@ CHA,18th,109.00,3500,1.3,25.7,17.4,0.4,1.31,47.03,19.21,6.98,6.14,21.0,4.2,13.3,11.50,0%,E,E,12.6,12.6,100,,60,3.6,,13,,25.00,7.1
Terence Davis,,,SG/SF,SAC,@ DAL,23rd,110.50,3500,8.1,39.4,13.4,1.1,0.85,30.66,13.63,8.93,8.9,21.1,6.5,15.8,23.50,0%,A,D,20.07,20.07,100,,33,5.7,,22,,24.75,7.1
