Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Maxi Kleber,,,PF/C,DAL,vs SAC,7th,116.50,3500,10.6,36.4,18.8,1.4,0.69,24.97,8.75,7.39,6.44,10.6,5.5,27.2,26.50,0%,A,D,20.75,20.75,100,,61,5.9,Y,29,,9.25,2.6
Lonnie Walker IV,,,PG/SG,SAS,vs PHI,12th,104.50,3500,10.3,43.1,18.5,1.6,0.74,26.56,9.37,9.36,8.59,20.2,9.9,25.1,33.00,0%,A,C,23.35,23.35,100,,49,6.7,,31,,28.50,8.1
Markieff Morris,,,PF,LAL,vs TOR,21st,112.25,3500,0,30.1,15.9,1.1,0.78,28.10,11.54,8.98,4.81,15.9,6.4,20.3,15.00,0%,E,E,10.24,10.24,100,,44,2.9,,9,,6.75,1.9
Chimezie Metu,,,PF/C,SAC,@ DAL,23rd,110.50,3400,0,12.8,11.5,0.7,1.00,35.97,16.39,6.38,0,22.0,4.2,11.5,0.00,0%,,,0,0,100,,45,0,,,,,
Cameron Payne,,,PG,PHX,@ OKC,5th,118.75,3400,0,17.9,17.5,3.5,1.01,36.18,11.75,8.96,0,18.9,6.2,17.4,0.00,0%,E,E,0,0,100,,49,0,,,,,
Dwight Powell,,,C,DAL,vs SAC,7th,116.50,3300,5.7,33.3,12.5,0.8,0.82,29.60,13.20,7.88,7.24,13.0,3.2,15.2,19.75,0%,B,D,17.86,17.86,100,,37,5.4,Y,20,,30.25,9.2
Elfrid Payton,,,PG,NYK,@ HOU,22nd,114.00,3300,5.3,37.4,22.1,3.4,0.88,31.83,9.67,9.18,4.97,23.2,10.6,25.0,18.50,0%,A,D,18.55,18.55,100,,58,5.6,Y,14,,12.50,3.8
Josh Hall,,,PF,OKC,vs PHX,19th,103.75,3300,0,14,7.1,1.4,0.55,19.94,10.02,5.57,1.39,18.9,3.3,12.8,5.00,0%,E,E,4.3,4.3,100,,22,1.3,,,,,
Tremont Waters,,,PG,BOS,vs POR,29th,117.00,3200,0,20.5,8.5,2.4,1.02,36.91,26.55,6.22,5.72,22.2,2.6,8.3,7.75,0%,E,E,6.98,6.98,100,,27,2.2,,1,,0.00,
Brad Wanamaker,,,PG/SG,CHA,vs MIA,9th,104.00,3200,0.6,24.6,13.0,2.8,0.76,27.61,11.38,6.87,4.35,16.9,5.0,17.0,13.75,0%,E,E,0.89,0.89,100,,47,0.3,,7,,3.25,1
Taj Gibson,,,PF/C,NYK,@ HOU,20th,114.00,3200,6.4,34.7,16.3,0.7,0.80,28.98,11.73,8.06,6.52,10.2,3.4,20.3,20.00,0%,C,D,15.93,15.93,100,,51,5,,32,,12.25,3.8
D.J. Wilson,,,C,HOU,vs NYK,6th,104.00,3200,0,17.7,11.9,0.7,0.96,34.51,10.12,8.85,0,20.1,4.8,12.4,0.00,0%,A,D,0,0,100,,26,0,,,,,
Frank Kaminsky,,,PF/C,PHX,@ OKC,5th,118.75,3200,0,28,14.8,1.6,1.01,36.63,13.64,9.07,3.5,18.8,5.2,14.6,9.25,0%,B,D,16.09,16.09,100,,39,5,,15,,16.50,5.2
Drew Eubanks,,,C,SAS,vs PHI,12th,104.50,3200,14.5,45,14.3,0.8,1.04,37.47,12.25,8.73,8.68,18.3,3.6,13.8,25.50,0%,A,C,29.08,29.08,100,,39,9.1,Y,22,,19.00,5.9
Tyrese Maxey,,,PG/SG,PHI,@ SAS,10th,114.50,3200,0,27.7,12.9,1.7,0.87,31.31,13.27,10.71,2.49,22.3,6.8,14.9,6.75,0%,E,E,1.81,1.81,100,,17,0.6,,,,,
Paul Watson,,,SG,TOR,@ LAL,25th,102.25,3200,0,18.5,8.5,0.7,0.75,27.09,29.99,9.25,0,16.1,3.2,11.3,0.00,0%,,,0,0,100,,0,0,,,,,
Ben McLemore,,,SG/SF,LAL,vs TOR,28th,112.25,3200,0,28.7,13.6,0.8,0.80,28.77,12.00,8.44,5.33,21.5,7.1,17.0,16.00,0%,E,E,12.57,12.57,100,,38,3.9,,9,,0.00,
Aaron Nesmith,,,SG,BOS,vs POR,25th,117.00,3100,5.1,34.7,8.9,0.4,0.66,23.82,15.01,8.46,10.32,14.9,3.4,13.5,24.75,0%,D,E,12.74,12.74,100,,5,4.1,,20,,22.50,7.3
Anfernee Simons,,,PG/SG,POR,@ BOS,14th,118.00,3100,0.4,32.3,14.7,1.5,0.89,31.81,13.53,9.11,6.67,19.6,6.5,16.6,17.75,0%,D,E,13.12,13.12,100,,38,4.2,,20,,9.00,2.9
Andre Iguodala,,,SF/PF,MIA,@ CHA,26th,109.00,3100,5.6,30.4,15.5,2.2,0.72,25.99,10.62,7.07,6.2,11.4,4.1,21.5,21.00,0%,B,D,16.01,16.01,100,,54,5.2,,16,,11.75,3.8
Cody Zeller,,,C,CHA,vs MIA,9th,104.00,3100,0,21.2,22.3,1.9,1.07,38.48,11.11,9.31,0.77,18.4,6.7,20.8,2.50,0%,,,0,0,100,,58,0,,5,,2.75,0.9
Willie Cauley-Stein,,,C,DAL,vs SAC,7th,116.50,3100,6.8,37.7,14.3,0.7,0.82,29.55,11.76,8.84,6.29,12.6,3.6,17.4,19.25,0%,A,D,20.27,20.27,100,,38,6.5,,9,,5.50,1.8
Damian Jones,,,C,SAC,@ DAL,22nd,110.50,3100,7.4,29.1,8.1,0.4,0.73,26.16,16.44,6.20,8.56,12.0,1.7,11.1,18.75,0%,B,D,15.51,15.51,100,,23,5,,23,,18.50,6
DaQuan Jeffries,,,SG,HOU,vs NYK,7th,104.00,3100,0,26.6,7.6,0.5,0.58,20.68,13.93,7.59,6.58,10.4,3.2,13.2,17.00,0%,E,E,6.11,6.11,100,,0,2,,19,,19.50,6.3
Justin Robinson,,,PG,OKC,vs PHX,15th,103.75,3100,0,11.3,5.6,1.0,0.57,20.56,12.59,5.64,0,11.3,2.3,9.8,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Tony Bradley,,,C,OKC,vs PHX,17th,103.75,3100,0,36.4,17.5,0.9,1.07,38.44,11.84,10.67,4.6,15.2,4.7,16.4,14.00,0%,E,E,3.24,3.24,100,,39,1,,10,,18.75,6
Dario Saric,,,PF/C,PHX,@ OKC,5th,118.75,3100,7.2,34,17.1,1.3,0.97,35.05,13.28,7.66,7.01,23.2,7.1,17.6,19.00,0%,B,D,15.68,15.68,100,,55,5.1,,14,,21.75,7
Patrick Mills,,,PG/SG,SAS,vs PHI,12th,104.50,3100,11.5,35.6,19.3,2.4,0.76,27.51,9.89,6.90,7.69,18.6,9.3,25.3,28.00,0%,A,D,19.76,19.76,100,,64,6.4,,31,,23.50,7.6
Matisse Thybulle,,,SF,PHI,@ SAS,11th,114.50,3100,4.7,30.3,13.4,1.0,0.66,23.74,11.10,7.33,6.17,9.4,3.8,20.4,20.00,0%,D,E,12.72,12.72,100,,45,4.1,,21,,11.50,3.7
Aron Baynes,,,C,TOR,@ LAL,30th,102.25,3100,0,16.1,14.7,0.9,0.81,28.99,11.78,8.06,0,16.3,5.6,18.2,0.00,0%,E,E,1.57,1.57,100,,45,0.5,,,,,
Carsen Edwards,,,PG/SG,BOS,vs POR,29th,117.00,3000,0,16.3,6.3,0.4,0.75,27.09,17.62,8.14,0,16.4,3.4,8.4,0.00,0%,,,0.63,0.63,100,,0,0.2,,,,,
TJ Leaf,,,PF/C,POR,@ BOS,14th,118.00,3000,0,1.5,2.8,0.0,0.47,16.50,5.00,0.75,0,11.6,1.0,6.0,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Rondae Hollis-Jefferson,,,PF/C,POR,@ BOS,15th,118.00,3000,0,18.3,10.1,1.4,0.87,31.44,18.84,5.81,3.4,13.8,2.0,11.6,6.50,0%,E,E,4.73,4.73,100,,42,1.6,,,,,
Romeo Langford,,,SG/SF,BOS,vs POR,25th,117.00,3000,0,11.3,7.3,0.6,0.46,16.63,11.17,5.17,0.54,11.3,3.0,15.7,1.75,0%,E,E,0.46,0.46,100,,29,0.2,,14,,2.00,0.7
CJ Elleby,,,SG/SF,POR,@ BOS,15th,118.00,3000,0,13,4.9,0.3,0.70,25.54,23.55,6.49,0,17.6,2.3,7.0,0.00,0%,,,0.87,0.87,100,,0,0.3,,,,,
Harry Giles,,,C,POR,@ BOS,14th,118.00,3000,0,12,9.4,0.8,0.96,34.63,21.03,5.42,0.58,15.7,2.5,9.8,1.00,0%,E,E,1.23,1.23,100,,42,0.4,,,,,
Zach Collins,,,C,POR,@ BOS,14th,118.00,3000,0,0,0.0,0.0,0.00,0.00,0.00,0.00,0,0.0,0.0,3.0,0.00,0%,,,0,0,100,,0,0,,,,,
Tacko Fall,,,C,BOS,vs POR,21st,117.00,3000,0,8.4,8.2,0.1,1.15,41.22,25.90,4.19,0,19.1,1.7,7.1,0.00,0%,,,0.00,0.00,100,,49,0,,,,,
Luke Kornet,,,C,BOS,vs POR,21st,117.00,3000,0,16.5,8.6,0.7,0.89,32.00,19.22,8.27,0,11.9,2.9,9.7,0.00,0%,,,0.66,0.66,100,,4,0.2,,,,,
Grant Williams,,,SF/PF,BOS,vs POR,27th,117.00,3000,0,16.9,11.0,1.0,0.61,21.94,9.95,6.27,1.73,11.9,3.8,18.1,6.25,0%,E,E,4.7,4.7,100,,43,1.6,,,,,
Nassir Little,,,SF/PF,POR,@ BOS,14th,118.00,3000,0,25.2,9.8,0.5,0.71,25.44,14.66,9.27,3.56,13.1,3.6,13.9,8.75,0%,E,E,5.26,5.26,100,,5,1.8,,,,,
Jabari Parker,,,PF,BOS,vs POR,27th,117.00,3000,0,12.1,9.7,0.8,0.84,30.20,14.15,6.06,0,14.1,3.7,11.6,0.00,0%,,,0.7,0.7,100,,38,0.2,,,,,
Keljin Blevins,,,SG,POR,@ BOS,14th,118.00,3000,0,4.9,2.1,0.3,0.44,15.68,25.16,2.24,0.52,14.4,1.4,4.8,0.75,0%,,,0.46,0.46,100,,0,0.2,,,,,
Semi Ojeleye,,,PF,BOS,vs POR,25th,117.00,3000,0,14.7,10.0,0.7,0.58,20.84,10.60,7.36,0,11.4,4.0,17.3,0.00,0%,E,E,0.43,0.43,100,,26,0.1,,,,,
Derrick Jones Jr.,,,SF,POR,@ BOS,14th,118.00,3000,0,17.7,16.3,0.8,0.70,25.05,9.14,8.20,0.38,12.2,5.4,23.4,1.50,0%,E,E,0,0,100,,50,0,,,,,
Grant Riller,,,PG,CHA,vs MIA,9th,104.00,3000,0,6.3,4.2,0.6,1.05,37.80,38.01,3.17,0,21.9,1.8,4.0,0.00,0%,,,0.00,0.00,100,,25,0,,,,,
Nate Darling,,,SG,CHA,vs MIA,9th,104.00,3000,0,4.8,2.4,0.2,0.60,21.38,17.71,2.38,0,16.2,1.2,4.0,0.00,0%,,,0.00,0.00,100,,1,0,,,,,
Max Strus,,,SG/SF,MIA,@ CHA,26th,109.00,3000,0.8,29.6,9.0,0.6,0.71,25.48,18.06,8.24,8.65,17.3,4.6,12.7,17.25,0%,E,E,9.86,9.86,100,,8,3.3,,21,,16.25,5.4
Gabe Vincent,,,SG,MIA,@ CHA,18th,109.00,3000,0,26.2,9.1,1.3,0.66,23.79,18.27,8.68,6.6,16.5,4.8,13.8,13.00,0%,E,E,1.15,1.15,100,,5,0.4,,1,,3.50,1.2
KZ Okpala,,,SF/PF,MIA,@ CHA,28th,109.00,3000,0,12.5,6.5,0.5,0.52,18.94,13.13,6.25,0,10.2,2.7,12.4,0.00,0%,E,E,0.9,0.9,100,,4,0.3,,1,,1.50,0.5
Precious Achiuwa,,,C,MIA,@ CHA,18th,109.00,3000,0,15.9,11.3,0.5,0.93,33.38,14.91,7.95,0,19.3,3.7,12.2,0.00,0%,E,E,1.51,1.51,100,,30,0.5,,1,,0.00,
Udonis Haslem,,,C,MIA,@ CHA,16th,109.00,3000,0,0,,,,,,,0,,,,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Nemanja Bjelica,,,PF/C,MIA,@ CHA,16th,109.00,3000,0,19.5,13.4,1.7,0.87,31.34,13.52,9.75,0,16.3,5.0,15.4,0.00,0%,E,E,1.3,1.3,100,,27,0.4,,,,,
Caleb Martin,,,SG/SF,CHA,vs MIA,9th,104.00,3000,0,16.1,11.9,1.2,0.80,28.81,12.41,8.04,0,17.3,4.8,14.9,0.00,0%,E,E,1.29,1.29,100,,32,0.4,,5,,4.25,1.4
Vernon Carey Jr.,,,C,CHA,vs MIA,9th,104.00,3000,0,16,5.0,0.1,0.78,27.84,46.53,7.99,0,17.8,1.9,6.4,0.00,0%,E,E,1.27,1.27,100,,0,0.4,,5,,6.50,2.2
Bismack Biyombo,,,C,CHA,vs MIA,9th,104.00,3000,4.2,31.7,16.0,1.2,0.77,27.71,9.08,7.87,4.67,11.7,3.7,20.8,18.50,0%,D,E,12.53,12.53,100,,51,4.2,,16,,13.75,4.6
Nick Richards,,,C,CHA,vs MIA,9th,104.00,3000,0,3.4,1.7,0.1,0.47,16.74,19.17,1.72,0,10.9,0.5,3.6,0.00,0%,,,0.73,0.73,100,,0,0.2,,,,,
Jahmi'us Ramsey,,,PG/SG,SAC,@ DAL,18th,110.50,3000,0,8.8,4.5,0.5,1.18,42.65,25.20,3.80,1.05,21.6,1.7,3.8,1.50,0%,,,1.20,1.20,100,,16,0.4,,3,,2.00,0.7
Tyrell Terry,,,PG,DAL,vs SAC,4th,116.50,3000,0,6.9,3.7,0.6,0.65,23.05,19.93,3.43,0,18.2,1.5,5.7,0.00,0%,,,0.00,0.00,100,,7,0,,,,,
Kyle Guy,,,PG/SG,SAC,@ DAL,23rd,110.50,3000,0,16.5,6.1,0.9,0.84,30.02,18.99,7.57,0.79,21.2,2.8,7.3,1.50,0%,E,E,3.46,3.46,100,,0,1.2,,,,,
Chris Silva,,,PF,SAC,@ DAL,18th,110.50,3000,0,13.5,6.5,0.5,0.92,32.97,15.96,6.74,0,19.5,1.2,7.1,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
J.J. Redick,,,SG,DAL,vs SAC,4th,116.50,3000,1.5,26.7,12.8,1.2,0.74,26.84,10.48,7.21,4.22,19.8,6.4,17.2,14.50,0%,D,E,13.13,13.13,100,,44,4.4,,14,,2.75,0.9
Nicolo Melli,,,PF,DAL,vs SAC,7th,116.50,3000,0,17.4,8.3,0.9,0.67,24.27,15.25,6.39,2.33,10.7,2.9,12.4,5.50,0%,E,E,8.53,8.53,100,,23,2.8,,6,,5.75,1.9
Tyler Bey,,,SF/PF,DAL,vs SAC,7th,116.50,3000,0,6.6,2.9,0.1,0.74,26.43,16.70,2.65,0.81,16.8,1.4,3.9,1.75,0%,,,1.33,1.33,100,,9,0.4,,,,,
Boban Marjanovic,,,C,DAL,vs SAC,7th,116.50,3000,0,26.3,11.2,0.3,1.26,45.41,19.77,9.76,2.75,24.2,4.1,8.9,5.00,0%,E,E,2.24,2.24,100,,13,0.7,,12,,20.75,6.9
Robert Woodard II,,,SG,SAC,@ DAL,16th,110.50,3000,0,5.8,3.3,0.0,1.27,44.38,33.09,2.90,0,24.9,1.3,2.6,0.00,0%,,,0.00,0.00,100,,12,0,,,,,
Josh Green,,,SF,DAL,vs SAC,9th,116.50,3000,0,18.4,6.2,0.6,0.57,20.68,12.63,5.44,4.12,13.7,2.2,10.9,11.75,0%,E,E,0.99,0.99,100,,12,0.3,,8,,5.25,1.8
Nate Hinton,,,SF,DAL,vs SAC,4th,116.50,3000,0,5.9,3.4,0.4,0.83,30.32,24.08,2.97,0,19.8,1.6,4.1,0.00,0%,,,0.00,0.00,100,,13,0,,,,,
Justin James,,,SF,SAC,@ DAL,18th,110.50,3000,2.1,16.1,3.8,0.5,0.59,21.49,21.45,4.00,6.26,15.2,1.8,6.4,10.50,0%,E,E,7.13,7.13,100,,0,2.4,,20,,6.00,2
Kevin Knox,,,SF/PF,NYK,@ HOU,20th,114.00,3000,0,16.7,7.8,0.5,0.67,24.29,22.39,7.23,1.87,15.7,3.5,11.6,3.00,0%,E,E,1.64,1.64,100,,7,0.5,,5,,3.50,1.2
Norvel Pelle,,,C,NYK,@ HOU,23rd,114.00,3000,0,9.1,5.4,0.1,0.82,29.75,30.44,4.54,0,12.1,1.3,6.6,0.00,0%,E,E,1.7,1.7,100,,16,0.6,,5,,1.25,0.4
Anthony Lamb,,,SF/PF,HOU,vs NYK,5th,104.00,3000,0,24.5,7.4,0.4,0.61,22.03,22.19,7.99,8.32,15.6,3.8,12.1,13.50,0%,E,E,10.13,10.13,100,,0,3.4,,13,,13.00,4.3
John Henson,,,C,NYK,@ HOU,20th,114.00,3000,0,0,,,,,,,0,,,,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Frank Ntilikina,,,PG/SG,NYK,@ HOU,22nd,114.00,3000,0,12.2,7.9,0.7,0.63,22.77,16.03,6.10,0,13.2,3.1,12.5,0.00,0%,E,E,1.53,1.53,100,,23,0.5,,3,,0.00,
Theo Pinson,,,SG/SF,NYK,@ HOU,21st,114.00,3000,0,1.4,0.5,0.1,0.23,7.36,20.59,0.68,0,15.7,0.6,2.2,0.00,0%,,,0.93,0.93,100,,0,0.3,,1,,1.25,0.4
Avery Bradley,,,SG/SF,HOU,vs NYK,7th,104.00,3000,5.4,25.7,13.7,1.7,0.61,22.08,8.53,5.82,5.27,15.2,6.4,22.3,22.25,0%,B,D,15.46,15.46,100,,58,5.2,Y,20,,12.25,4.1
D.J. Augustin,,,PG,HOU,vs NYK,6th,104.00,3000,0,15.6,15.0,3.3,0.78,28.19,13.17,7.80,0,16.4,5.6,19.2,0.00,0%,,,0,0,100,,48,0,,,,,
David Nwaba,,,SG,HOU,vs NYK,7th,104.00,3000,0,20,19.1,1.0,0.85,30.50,13.13,9.98,0,16.5,7.2,22.6,0.00,0%,,,0.00,0.00,100,,48,0,,,,,
John Wall,,,PG,HOU,vs NYK,6th,104.00,3000,0,22.2,38.1,6.9,1.18,42.63,10.47,11.11,0,31.7,18.1,32.2,0.00,0%,,,0,0,100,,71,0,,,,,
Dante Exum,,,PG,HOU,vs NYK,6th,104.00,3000,0,14.6,12.2,2.2,0.63,22.73,18.53,7.31,0,17.6,4.3,19.3,0.00,0%,,,0.00,0.00,100,,40,0,,,,,
Jared Harper,,,PG,NYK,@ HOU,22nd,114.00,3000,0,1.2,0.3,0.0,0.15,5.40,7.20,0.60,0,23.9,0.6,2.0,0.00,0%,,,0.00,0.00,100,,0,0,,2,,1.25,0.4
Obi Toppin,,,PF,NYK,@ HOU,20th,114.00,3000,0,19.1,8.4,0.5,0.76,27.34,12.89,5.45,3.67,15.3,3.4,11.1,10.25,0%,E,E,7.08,7.08,100,,35,2.4,,17,,13.25,4.4
Al Horford,,,C,OKC,vs PHX,16th,103.75,3000,0,21.2,31.8,3.4,1.14,40.96,12.41,10.61,0,22.0,12.9,27.9,0.00,0%,,,0.00,0.00,100,,67,0,,,,,
E'Twaun Moore,,,SG/SF,PHX,@ OKC,6th,118.75,3000,0,22.4,9.9,1.5,0.68,24.62,12.99,7.15,3.43,16.2,4.3,14.5,9.50,0%,E,E,2.69,2.69,100,,28,0.9,,,,,
Jevon Carter,,,PG/SG,PHX,@ OKC,5th,118.75,3000,6.1,31.4,8.8,1.1,0.79,28.56,17.78,7.21,9.88,16.2,3.5,11.1,20.00,0%,E,E,11.04,11.04,100,,18,3.7,,27,,23.50,7.8
Ty-Shon Alexander,,,PG,PHX,@ OKC,6th,118.75,3000,0,4.5,1.7,0.2,0.53,18.84,15.32,2.26,0,25.3,1.1,3.2,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Gabriel Deck,,,SF,OKC,vs PHX,19th,103.75,3000,0,29.4,16.0,2.0,0.82,29.54,10.35,9.00,4.17,18.3,8.5,19.5,14.50,0%,E,E,10.81,10.81,100,,0,3.6,,19,,25.00,8.3
Charlie Brown,,,SG,OKC,vs PHX,17th,103.75,3000,0,14.1,11.6,0.7,0.73,26.06,1.47,5.21,0.18,18.7,6.3,16.0,4.50,0%,E,E,7.91,7.91,100,,55,2.6,,,,,
Langston Galloway,,,PG/SG,PHX,@ OKC,5th,118.75,3000,0,18.4,7.6,0.7,0.71,25.62,17.24,6.31,3.71,17.1,3.4,10.7,7.75,0%,D,E,13.15,13.15,100,,17,4.4,,,,,
Jaylen Hoard,,,SF/PF,OKC,vs PHX,17th,103.75,3000,0,11.9,11.8,0.8,0.73,26.39,11.91,5.96,0,17.4,4.3,16.1,0.00,0%,E,E,2.45,2.45,100,,49,0.8,,,,,
Abdel Nader,,,SF/PF,PHX,@ OKC,6th,118.75,3000,0,14.6,12.6,0.8,0.86,31.04,23.80,7.32,0,20.6,4.8,14.7,0.00,0%,,,0,0,100,,42,0,,,,,
Mike Muscala,,,C,OKC,vs PHX,17th,103.75,3000,0,14.6,17.3,0.8,0.94,33.69,11.32,7.28,0,20.3,7.6,18.5,0.00,0%,,,0.00,0.00,100,,58,0,,,,,
Jalen Smith,,,PF/C,PHX,@ OKC,5th,118.75,3000,0,7.5,3.0,0.1,0.71,25.43,23.22,3.47,0.48,19.8,1.5,4.2,0.75,0%,E,E,2.47,2.47,100,,0,0.8,,,,,
Trey Lyles,,,C,SAS,vs PHI,10th,104.50,3000,0,19.6,11.4,0.6,0.74,26.52,14.66,9.81,0,10.5,3.9,15.5,0.00,0%,,,0.00,0.00,100,,14,0,,,,,
Keita Bates-Diop,,,SF/PF,SAS,vs PHI,12th,104.50,3000,0,22,5.2,0.4,0.75,27.18,20.41,6.77,5.95,14.8,1.9,6.9,10.50,0%,E,E,9.59,9.59,100,,0,3.2,,15,,14.50,4.8
Gorgui Dieng,,,C,SAS,vs PHI,13th,104.50,3000,2.7,38.4,15.3,1.1,1.05,37.60,15.85,10.22,7.15,15.9,4.0,14.6,16.25,0%,A,D,17.98,17.98,100,,33,6,,31,,31.00,10.3
George Hill,,,PG/SG,PHI,@ SAS,13th,114.50,3000,4.4,32.5,18.6,2.7,0.78,27.99,9.74,8.02,5.01,16.6,7.4,23.9,18.50,0%,D,E,12.12,12.12,100,,57,4,,19,,9.00,3
Mike Scott,,,PF/C,PHI,@ SAS,12th,114.50,3000,0,14.8,10.2,0.7,0.60,21.39,10.09,6.51,0.7,10.9,4.1,17.1,2.50,0%,,,0.61,0.61,100,,36,0.2,,,,,
Anthony Tolliver,,,PF/C,PHI,@ SAS,12th,114.50,3000,0,8.3,5.0,0.3,0.46,16.62,23.70,3.52,1.32,13.0,1.7,10.8,2.00,0%,E,E,0.32,0.32,100,,30,0.1,,,,,
Rayjon Tucker,,,SF,PHI,@ SAS,11th,114.50,3000,0,5.8,4.5,0.5,0.96,34.66,29.08,2.92,0,15.9,1.1,4.7,0.00,0%,,,0.00,0.00,100,,35,0,,,,,
Devin Vassell,,,SG/SF,SAS,vs PHI,10th,104.50,3000,10.1,35.4,12.0,0.9,0.74,26.59,10.26,7.24,7.41,13.8,4.5,16.3,26.00,0%,A,D,20.07,20.07,100,,40,6.7,Y,23,,11.50,3.8
Cameron Reynolds,,,SF,SAS,vs PHI,13th,104.50,3000,0,1.9,0.7,0.0,0.35,12.00,16.97,0.94,0,14.3,0.7,2.0,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Isaiah Joe,,,SG,PHI,@ SAS,10th,114.50,3000,0,15.3,6.2,0.5,0.67,24.41,19.74,7.65,0,17.0,3.1,9.2,0.00,0%,E,E,1.39,1.39,100,,0,0.5,,,,,
Mason Jones,,,SF,PHI,@ SAS,10th,114.50,3000,0,16.6,9.8,1.3,0.93,33.66,17.99,8.30,0,22.4,3.8,10.5,0.00,0%,,,0.00,0.00,100,,15,0,,,,,
Tre Jones,,,PG,SAS,vs PHI,12th,104.50,3000,7.4,21.7,3.7,0.7,0.70,24.79,17.67,4.10,9.2,20.6,1.7,5.3,18.75,0%,A,D,21.67,21.67,100,,0,7.2,Y,22,,11.00,3.7
Quinndary Weatherspoon,,,SG,SAS,vs PHI,12th,104.50,3000,0.5,13.5,2.7,0.3,0.61,21.84,21.84,3.71,5.46,17.7,0.9,4.4,9.00,0%,E,E,6.68,6.68,100,,0,2.2,,,,,
Luka Samanic,,,PF,SAS,vs PHI,10th,104.50,3000,1.8,29.4,7.4,0.5,0.80,28.54,18.89,7.90,9.31,14.6,2.9,9.3,17.75,0%,C,E,14.14,14.14,100,,0,4.7,,16,,13.00,4.3
Paul Reed,,,PF,PHI,@ SAS,12th,114.50,3000,0,15.6,7.5,0.3,1.15,41.89,25.12,7.81,0,21.9,2.7,6.5,0.00,0%,E,E,2.33,2.33,100,,0,0.8,,,,,
Kostas Antetokounmpo,,,PF,LAL,vs TOR,29th,112.25,3000,0,6.1,3.2,0.1,0.84,30.06,23.15,3.04,0,19.0,0.7,3.8,0.00,0%,,,0.00,0.00,100,,5,0,,,,,
Wesley Matthews,,,SG,LAL,vs TOR,28th,112.25,3000,0,17.1,10.0,0.9,0.52,18.61,11.16,7.59,1.01,11.5,4.2,19.4,3.25,0%,E,E,0.6,0.6,100,,24,0.2,,,,,
Alfonzo McKinnie,,,PF,LAL,vs TOR,29th,112.25,3000,0,12.1,5.2,0.2,0.83,29.59,31.09,6.03,0,18.5,2.1,6.3,0.00,0%,E,E,1.28,1.28,100,,0,0.4,,,,,
Jalen Harris,,,SG,TOR,@ LAL,30th,102.25,3000,0,9.3,3.5,0.5,0.92,32.48,20.48,2.80,3.13,14.1,1.0,3.8,5.50,0%,E,E,3.96,3.96,100,,20,1.3,,9,,7.00,2.3
DeAndre Bembry,,,PG/SF,TOR,@ LAL,21st,102.25,3000,1.6,31.8,12.7,1.9,0.73,26.05,12.80,8.63,6.67,14.5,3.7,17.5,18.75,0%,C,E,14.79,14.79,100,,32,4.9,,24,,30.00,10
Jared Dudley,,,PF,LAL,vs TOR,29th,112.25,3000,0,6.3,3.8,0.5,0.56,19.80,20.17,3.14,0,3.0,0.6,6.8,0.00,0%,,,0.00,0.00,100,,17,0,,,,,
Devontae Cacok,,,PF/C,LAL,vs TOR,21st,112.25,3000,0,10.2,5.1,0.1,1.02,36.50,19.88,5.09,0,16.5,1.5,5.0,0.00,0%,E,E,1.71,1.71,100,,0,0.6,,,,,
Alex Caruso,,,PG/SG,LAL,vs TOR,28th,112.25,3000,9.9,30.8,15.9,2.5,0.78,28.02,8.96,5.96,5.85,14.0,4.8,20.4,23.50,0%,A,D,20.28,20.28,100,,63,6.8,Y,26,,19.50,6.5
Stanley Johnson,,,SF/PF,TOR,@ LAL,21st,102.25,3000,4.6,31.4,10.1,1.2,0.71,25.41,19.77,7.67,11.26,12.3,2.9,14.3,20.50,0%,A,D,17.17,17.17,100,,24,5.7,Y,30,,8.50,2.8
Rodney Hood,,,SG/SF,TOR,@ LAL,30th,102.25,3000,1.1,24,9.7,1.0,0.54,19.32,8.57,6.55,4.29,13.6,5.0,18.0,18.00,0%,E,E,9.72,9.72,100,,32,3.2,,11,,14.75,4.9
Freddie Gillespie,,,C,TOR,@ LAL,21st,102.25,3000,2.4,28,12.7,0.4,0.81,29.26,11.16,7.31,4.88,12.2,3.3,15.6,15.75,0%,C,E,14.5,14.5,100,,42,4.8,,20,,21.75,7.3
Marc Gasol,,,C,LAL,vs TOR,27th,112.25,3000,0,20.2,16.7,2.0,0.87,31.19,13.42,7.80,1.86,12.4,4.0,19.2,5.00,0%,E,E,0.51,0.51,100,,53,0.2,,,,,
Yuta Watanabe,,,PF,TOR,@ LAL,25th,102.25,3000,5.5,32.4,11.1,0.7,0.80,28.89,12.89,7.68,7.34,10.8,3.3,13.8,20.50,0%,B,D,16.19,16.19,100,,31,5.4,,17,,16.50,5.5
