Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Bojan Bogdanovic,,,SF/PF,UTA,vs TOR,28th,111.50,6600,11.9,48.2,25.1,1.9,0.82,29.68,11.46,10.36,10.19,21.7,12.2,30.5,32.00,0%,C,C,29.8,29.8,100,,59,4.5,Y,39,,46.50,7
Isaiah Stewart,,,C,DET,@ CHA,16th,104.25,6500,17.8,54.1,20.5,0.9,1.00,35.95,11.71,10.35,10.41,15.0,5.6,20.6,32.00,0%,C,B,30.3,30.3,100,,50,4.7,Y,27,,18.50,2.8
Coby White,,,PG,CHI,@ ATL,18th,104.75,6500,16.6,52.9,28.5,4.7,0.92,33.22,8.83,10.37,8.77,22.4,12.9,30.9,35.75,0%,B,B,34.15,34.15,100,,64,5.3,Y,34,,22.00,3.4
Devonte' Graham,,,PG/SG,CHA,vs DET,27th,112.25,6400,15.4,44.4,29.1,5.4,0.97,34.80,8.50,8.28,6.55,21.7,12.2,30.1,27.75,0%,D,C,0,0,100,,72,0,,,,,
Darius Bazley,,,PF,OKC,vs IND,25th,112.50,6400,12.9,46.9,27.3,1.6,0.87,31.33,9.40,9.70,8.36,21.0,12.2,31.3,32.00,0%,A,B,35.24,35.24,100,,64,5.5,Y,25,,18.00,2.8
Kevin Huerter,,,SG/SF,ATL,vs CHI,3rd,112.75,6300,8.9,40.8,25.2,3.5,0.81,29.04,8.42,9.11,6.2,17.2,10.7,31.3,26.50,0%,E,C,24.12,24.12,100,,64,3.8,,25,,15.75,2.5
Kelly Oubre Jr.,,,SF/PF,GSW,@ HOU,15th,120.50,6200,0,22.1,28.9,1.3,0.94,33.88,10.25,11.03,0,22.3,13.2,30.7,0.00,0%,C,C,0,0,100,,62,0,,,,,
Wendell Carter Jr.,,,C,ORL,vs MEM,4th,103.50,6200,11.6,43.5,27.5,2.0,1.08,38.85,10.33,9.12,7.17,19.3,8.5,25.5,25.00,0%,D,C,27.8,27.8,100,,67,4.5,Y,27,,11.50,1.9
Nickeil Alexander-Walker,,,PG,NOP,@ MIN,1st,120.75,6200,0,24.4,20.1,2.0,0.97,34.94,13.80,12.22,0,23.6,9.2,20.7,0.00,0%,,,0,0,100,,39,0,,,,,
Jae'Sean Tate,,,SG/SF,HOU,vs GSW,26th,112.50,6100,20.6,52.2,24.9,2.3,0.85,30.55,9.74,9.01,10.08,15.7,8.7,29.3,37.25,0%,A,B,34.17,34.17,100,,64,5.6,Y,31,,27.50,4.5
Josh Hart,,,SG,NOP,@ MIN,1st,120.75,6100,0,19.8,25.2,2.3,0.88,31.58,10.10,9.90,0,13.4,7.3,28.7,0.00,0%,,,0,0,100,,61,0,,,,,
Myles Turner,,,C,IND,@ OKC,5th,120.50,6100,0,19.9,31.0,1.0,1.00,36.07,9.30,9.94,0,16.5,9.2,31.0,0.00,0%,,,0.00,0.00,100,,68,0,,,,,
Marcus Morris,,,SF/PF,LAC,vs DEN,12th,113.25,6100,12.8,46.2,23.0,1.0,0.87,31.28,11.35,9.53,9.62,20.4,10.6,26.5,30.50,0%,D,C,26.53,26.53,100,,59,4.3,Y,29,,16.25,2.7
Josh Jackson,,,SG/SF,DET,@ CHA,25th,104.25,6000,15.6,49.5,24.6,2.2,0.98,35.47,10.89,9.69,9.15,26.4,11.5,25.0,30.25,0%,A,B,34.78,34.78,100,,61,5.8,Y,35,,16.75,2.8
Jaren Jackson Jr.,,,PF,MEM,@ ORL,22nd,114.50,6000,19.5,39.1,28.4,1.3,1.29,46.53,12.35,5.61,8.4,30.5,12.5,22.0,24.50,0%,D,C,26.58,26.58,100,,80,4.4,,21,,18.75,3.1
Mason Plumlee,,,C,DET,@ CHA,16th,104.25,5900,0,20.8,30.3,3.6,1.13,40.69,10.57,10.41,0,16.4,6.7,26.8,0.00,0%,,,0,0,100,,66,0,,,,,
Terrence Ross,,,SG/SF,ORL,vs MEM,4th,103.50,5900,0,21,26.6,2.4,0.91,32.74,11.16,10.52,0,23.8,13.4,29.2,0.00,0%,,,0,0,100,,60,0,,,,,
Dillon Brooks,,,SG/SF,MEM,@ ORL,20th,114.50,5900,17.4,49,27.0,2.3,0.92,33.10,8.62,9.03,7.72,26.1,15.0,29.3,32.25,0%,C,C,26.6,26.6,100,,67,4.5,Y,32,,26.75,4.5
Oshae Brissett,,,PF/C,IND,@ OKC,5th,120.50,5900,0.9,63.4,22.1,0.6,1.03,36.99,15.17,17.87,11.9,14.2,6.2,21.5,28.25,0%,A,B,34.94,34.94,100,,19,5.9,Y,40,,47.25,8
Kyle Anderson,,,SF/PF,MEM,@ ORL,20th,114.50,5800,13.3,44.5,29.0,3.5,1.07,38.41,10.31,8.92,7.09,18.5,9.5,27.2,24.75,0%,D,C,25.84,25.84,100,,69,4.5,Y,28,,34.00,5.9
Cedi Osman,,,SF/PF,CLE,vs MIA,8th,99.00,5700,8.4,45.7,20.4,2.7,0.83,29.85,10.24,10.66,9.24,20.3,9.6,24.7,32.50,0%,C,C,26.33,26.33,100,,48,4.6,Y,38,,42.25,7.4
Eric Gordon,,,SG,HOU,vs GSW,16th,112.50,5600,0,17.5,26.8,2.6,0.91,32.95,9.63,8.76,0,25.2,13.6,29.3,0.00,0%,,,0.00,0.00,100,,67,0,,,,,
Kendrick Nunn,,,PG,MIA,@ CLE,1st,110.00,5600,10.4,54,25.0,2.7,0.86,30.82,11.69,12.47,10.8,21.3,11.6,29.2,33.25,0%,B,C,28.21,28.21,100,,50,5,Y,36,,35.50,6.3
Larry Nance Jr.,,,SF,CLE,vs MIA,8th,99.00,5600,0,22.7,26.8,3.1,0.86,30.89,9.77,11.36,0,14.1,7.8,31.2,0.00,0%,,,0,0,100,,58,0,,,,,
Terance Mann,,,SG,LAC,vs DEN,12th,113.25,5600,1,38.2,16.0,1.7,0.79,28.41,16.83,10.64,9.47,15.8,5.5,20.2,20.25,0%,E,D,17.08,17.08,100,,34,3.1,,13,,8.00,1.4
Reggie Jackson,,,PG/SG,LAC,vs DEN,11th,113.25,5600,6.1,46,20.5,3.2,0.90,32.37,12.07,11.40,8.55,19.9,8.6,22.9,25.50,0%,E,D,21.16,21.16,100,,44,3.8,Y,30,,27.25,4.9
Goran Dragic,,,PG,MIA,@ CLE,1st,110.00,5500,12,44.2,25.5,4.5,0.96,34.57,10.80,9.19,7.73,24.0,10.6,26.5,25.75,0%,D,C,24.16,24.16,100,,64,4.4,,29,,24.75,4.5
Will Barton,,,SG/SF,DEN,@ LAC,16th,108.25,5500,0,19.9,25.2,3.2,0.81,29.26,9.37,9.93,0,18.7,10.9,31.0,0.00,0%,,,0,0,100,,61,0,,,,,
Malik Beasley,,,SG/SF,MIN,vs NOP,11th,117.75,5400,0,20,31.5,2.4,0.96,34.63,10.31,10.02,0,24.3,16.2,32.8,0.00,0%,,,0,0,100,,68,0,,,,,
PJ Dozier,,,SG/SF,DEN,@ LAC,17th,108.25,5400,13.5,40.9,17.3,1.9,0.80,28.91,12.10,7.82,9.83,17.1,6.9,21.5,29.25,0%,D,C,22.13,22.13,100,,55,4.1,Y,34,,22.25,4.1
Lou Williams,,,PG/SG,ATL,vs CHI,2nd,112.75,5300,3.6,39.1,21.3,3.4,0.96,34.38,12.59,10.16,6.3,25.9,10.3,22.3,18.00,0%,E,D,19.16,19.16,100,,52,3.6,,13,,11.50,2.2
T.J. McConnell,,,PG,IND,@ OKC,5th,120.50,5300,14.6,52.3,25.9,6.6,1.02,36.59,9.50,10.78,7.19,14.7,6.7,25.5,27.25,0%,A,B,34.78,34.78,100,,58,6.6,,20,,15.75,3
Khem Birch,,,C,TOR,@ UTA,24th,104.50,5300,10.8,46.5,17.5,1.2,0.82,29.65,10.79,10.19,9.52,12.5,4.9,21.3,31.75,0%,C,C,26.4,26.4,100,,42,5,Y,35,,41.50,7.8
Ivica Zubac,,,C,LAC,vs DEN,10th,113.25,5300,16.1,46.3,22.4,1.3,1.00,35.87,9.50,8.64,6.93,15.7,5.6,22.5,26.25,0%,C,C,25.09,25.09,100,,61,4.7,Y,24,,15.75,3
Saddiq Bey,,,SF,DET,@ CHA,25th,104.25,5200,10.2,50.6,21.3,1.3,0.82,29.55,11.63,11.54,10.98,18.4,9.1,26.0,34.00,0%,A,B,31.51,31.51,100,,46,6.1,Y,40,,48.75,9.4
Danilo Gallinari,,,PF,ATL,vs CHI,3rd,112.75,5200,3.9,44.2,22.4,1.4,0.95,34.03,13.44,11.50,8.03,22.3,9.3,23.7,21.50,0%,E,D,19.93,19.93,100,,49,3.8,,22,,18.75,3.6
Chuma Okeke,,,PF,ORL,vs MEM,4th,103.50,5200,0,19.2,19.4,2.2,0.77,27.80,9.73,9.58,0,13.8,7.2,25.2,0.00,0%,,,0,0,100,,51,0,,,,,
Aaron Gordon,,,SF/PF,DEN,@ LAC,15th,108.25,5200,12,51.2,28.1,3.4,1.00,35.93,9.82,11.19,7.64,21.0,10.3,28.2,28.00,0%,C,C,25.38,25.38,100,,60,4.9,Y,28,,11.25,2.2
Cory Joseph,,,PG/SG,DET,@ CHA,16th,104.25,5100,0,20.2,18.2,3.2,0.81,28.94,11.79,10.11,0,15.8,6.5,22.6,0.00,0%,,,0,0,100,,44,0,,,,,
Thaddeus Young,,,PF/C,CHI,@ ATL,20th,104.75,5100,19.1,48.1,28.6,4.2,1.19,42.88,11.51,8.28,9.43,22.6,9.5,24.1,29.50,0%,A,B,34.62,34.62,100,,71,6.8,Y,33,,45.25,8.9
De'Andre Hunter,,,SF,ATL,vs CHI,3rd,112.75,5100,0,20.6,28.5,2.1,0.91,32.83,7.67,10.32,0,19.4,11.3,31.3,0.00,0.1%,,,0.00,0.00,100,,64,0,,,,,
Duncan Robinson,,,SG/SF,MIA,@ CLE,1st,110.00,5100,11,36.8,22.8,1.8,0.71,25.66,7.53,7.36,6.38,16.3,10.0,32.0,30.50,0%,C,C,24.05,24.05,100,,68,4.7,Y,21,,24.50,4.8
Jalen Brunson,,,PG/SG,DAL,vs WAS,7th,118.25,5100,8.7,40,23.3,3.5,0.92,33.02,9.80,8.95,6.26,20.3,9.2,25.4,23.00,0%,D,D,21.61,21.61,100,,62,4.2,,15,,7.00,1.4
Gary Trent Jr.,,,SG/SF,TOR,@ UTA,23rd,104.50,5100,0,23.2,23.8,1.4,0.77,27.71,12.29,11.62,0,20.7,13.3,30.9,0.00,0%,,,0,0,100,,51,0,,,,,
Serge Ibaka,,,C,LAC,vs DEN,11th,113.25,5100,0,16.1,24.9,1.7,1.06,37.99,10.47,8.04,0,19.6,8.9,23.6,0.00,0%,,,0,0,100,,68,0,,,,,
Xavier Tillman,,,C,MEM,@ ORL,15th,114.50,5000,0,19.1,16.9,1.3,0.90,32.31,12.48,8.34,0.87,14.3,5.2,18.8,2.50,0%,E,E,2.31,2.31,100,,51,0.5,,16,,12.50,2.5
Mohamed Bamba,,,C,ORL,vs MEM,4th,103.50,5000,12.2,50.2,17.5,0.6,1.25,45.05,22.25,10.87,14.52,22.2,5.9,14.0,23.50,0%,A,B,30.89,30.89,100,,38,6.2,,21,,16.50,3.3
Dorian Finney-Smith,,,SF/PF,DAL,vs WAS,7th,118.25,5000,14.3,39.6,22.5,1.6,0.70,25.10,7.10,7.23,6.46,12.2,7.7,32.3,32.75,0%,B,C,25.26,25.26,100,,68,5.1,Y,40,,34.75,7
Rui Hachimura,,,PF,WAS,@ DAL,18th,114.25,5000,14.8,46.2,24.4,1.5,0.78,27.93,7.74,8.99,6.93,17.8,11.0,31.4,32.25,0%,D,D,21.96,21.96,100,,63,4.4,Y,29,,20.00,4
James Ennis,,,SF/PF,ORL,vs MEM,4th,103.50,4900,0,16.6,17.8,1.5,0.74,26.74,10.36,8.32,0,14.0,5.9,24.0,0.00,0%,E,D,0,0,100,,53,0,,,,,
Steven Adams,,,C,NOP,@ MIN,2nd,120.75,4900,0,18.3,24.5,1.9,0.88,31.84,10.98,9.16,0,11.9,5.4,27.7,0.00,0%,,,0,0,100,,63,0,,,,,
Moses Brown,,,C,OKC,vs IND,30th,112.50,4900,7,53.7,22.6,0.2,1.10,39.58,17.27,13.34,11.27,17.4,6.0,20.6,23.50,0%,B,C,26.92,26.92,100,,41,5.5,Y,18,,24.25,4.9
Raulzinho Neto,,,PG/SG,WAS,@ DAL,24th,114.25,4900,9.5,37.6,17.1,2.2,0.81,29.22,10.31,8.02,7.02,15.8,6.9,21.1,24.50,0%,E,D,17.1,17.1,100,,53,3.5,Y,29,,25.25,5.2
Tim Hardaway Jr.,,,SF,DAL,vs WAS,8th,118.25,4900,8.4,42.3,24.7,1.7,0.87,31.42,10.17,9.67,7.42,23.4,12.9,28.3,26.25,0%,C,C,23.65,23.65,100,,61,4.8,,27,,28.25,5.8
Gary Harris,,,SG/SF,ORL,vs MEM,5th,103.50,4800,10.2,37.4,18.8,2.1,0.63,22.72,8.31,7.77,7.68,16.2,9.1,29.8,33.25,0%,B,C,24.51,24.51,100,,59,5.1,Y,24,,11.75,2.4
Guillermo Hernangomez,,,C,NOP,@ MIN,2nd,120.75,4800,18.4,57.8,18.0,0.9,1.09,39.25,18.01,11.24,14.76,16.4,5.1,16.5,29.50,0%,A,C,28.21,28.21,100,,38,5.9,Y,27,,30.50,6.4
Theo Maledon,,,PG,OKC,vs IND,27th,112.50,4800,8.2,39.4,21.2,3.5,0.77,27.77,8.51,8.90,6.5,19.2,9.2,27.5,27.50,0%,B,C,25.9,25.9,100,,58,5.4,Y,24,,12.25,2.6
Royce O'Neale,,,SF/PF,UTA,vs TOR,29th,111.50,4800,11.1,38.3,22.2,2.6,0.70,25.13,8.47,7.76,7.47,9.4,5.5,31.8,31.75,0%,B,C,24.51,24.51,100,,65,5.1,Y,33,,24.50,5.1
