Player,Inj,Likes,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,Own,vGrade,pGrade,Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Actual Ownership,Score,Val
Facundo Campazzo,,,PG/SG,DEN,@ LAC,17th,108.25,4800,11.4,45.5,15.3,3.3,0.75,26.87,11.65,9.75,10.68,12.8,4.5,20.5,33.00,0%,C,C,23.51,23.51,100,,36,4.9,Y,32,,17.75,3.7
Luke Kennard,,,SG/SF,LAC,vs DEN,12th,113.25,4800,0,30.3,15.7,1.7,0.79,28.56,14.65,9.99,5.09,17.2,6.6,19.8,12.50,0%,E,E,6,6,100,,36,1.3,,5,,1.50,0.3
Isaac Okoro,,,SG/SF,CLE,vs MIA,8th,99.00,4700,7.9,33.4,17.4,1.7,0.55,19.67,7.42,7.28,6.8,13.3,7.4,31.8,33.00,0%,E,D,17.91,17.91,100,,58,3.8,Y,29,,15.75,3.4
Tyler Herro,,,PG/SG,MIA,@ CLE,3rd,110.00,4700,0,20.5,28.2,3.4,0.92,33.20,9.50,10.24,0,23.2,13.1,30.6,0.00,0%,,,0,0,100,,64,0,,,,,
Dwayne Bacon,,,SG/SF,ORL,vs MEM,5th,103.50,4700,11,38.9,17.6,1.2,0.69,24.67,10.35,7.98,9.56,19.3,9.8,25.6,33.25,0%,C,C,23.04,23.04,100,,55,4.9,Y,36,,34.50,7.3
Eric Bledsoe,,,PG/SG,NOP,@ MIN,2nd,120.75,4700,13.9,46.3,23.9,3.7,0.80,29.00,9.32,9.28,6.93,18.0,10.1,29.7,26.75,0%,C,D,21.84,21.84,100,,61,4.6,Y,35,,26.25,5.6
Aleksej Pokusevski,,,SF,OKC,vs IND,25th,112.50,4700,0,21.8,19.5,2.1,0.83,29.65,9.78,10.88,0,19.7,8.9,23.6,0.00,0%,A,C,0,0,100,,44,0,,,,,
Jalen McDaniels,,,SF/PF,CHA,vs DET,23rd,112.25,4600,0,33.9,13.1,1.0,0.78,28.01,13.40,9.75,6.61,19.5,5.4,16.8,17.75,0%,E,E,13.71,13.71,100,,26,3,,15,,21.75,4.7
Killian Hayes,,,PG,DET,@ CHA,16th,104.25,4600,8.2,42.9,17.1,4.8,0.74,26.68,11.64,9.90,9.62,18.3,6.8,23.1,29.75,0%,B,C,24.87,24.87,100,,42,5.4,Y,32,,31.50,6.8
Kent Bazemore,,,SF,GSW,@ HOU,15th,120.50,4600,14.8,49.5,16.1,1.6,0.88,31.51,11.40,9.91,10.21,16.7,5.5,18.4,32.25,0%,A,C,28.65,28.65,100,,38,6.2,Y,29,,28.25,6.1
Otto Porter,,,SF/PF,ORL,vs MEM,4th,103.50,4600,0,21.9,21.2,2.0,0.98,35.32,11.51,10.97,0,18.4,8.1,21.6,0.00,0%,,,0,0,100,,48,0,,,,,
Ricky Rubio,,,PG,MIN,vs NOP,10th,117.75,4600,10.7,44.9,24.9,6.5,0.96,34.52,10.73,9.76,6.86,16.1,7.2,26.0,23.00,0%,C,D,21.6,21.6,100,,61,4.7,Y,32,,37.25,8.1
Josh Richardson,,,SG,DAL,vs WAS,8th,118.25,4600,13,40.8,23.5,2.8,0.74,26.69,7.82,7.94,6.46,17.9,10.5,31.7,29.75,0%,B,C,24.09,24.09,100,,66,5.2,Y,23,,15.50,3.4
Malik Monk,,,SG,CHA,vs DET,27th,112.25,4500,0,38.6,20.9,1.9,0.96,34.49,14.50,12.10,6.44,24.5,10.1,21.8,16.00,0%,C,D,21.34,21.34,100,,42,4.7,,22,,19.00,4.2
Armoni Brooks,,,PG,HOU,vs GSW,19th,112.50,4500,6.9,38.3,14.9,1.2,0.67,24.33,10.96,8.95,8.52,16.6,6.9,22.1,28.00,0%,D,D,18.8,18.8,100,,40,4.2,Y,31,,18.75,4.2
Trevor Ariza,,,PF,MIA,@ CLE,1st,110.00,4500,6.9,43.4,20.3,1.8,0.75,26.83,9.77,10.42,8.01,14.8,7.5,27.2,29.50,0%,C,D,21.8,21.8,100,,49,4.8,Y,24,,27.50,6.1
Michael Carter-Williams,,,PG,ORL,vs MEM,4th,103.50,4500,0,18.7,22.5,4.1,0.87,31.39,10.52,9.36,0,20.3,8.7,25.8,0.00,0%,,,0,0,100,,58,0,,,,,
Naji Marshall,,,SG/SF,NOP,@ MIN,2nd,120.75,4500,1.9,47.4,16.9,2.6,0.87,31.27,13.34,12.99,8.34,15.0,5.0,19.4,22.50,0%,D,D,19.66,19.66,100,,23,4.4,,15,,21.50,4.8
Isaiah Roby,,,PF/C,OKC,vs IND,25th,112.50,4500,10.5,40.9,21.9,1.9,0.93,33.38,11.07,8.69,7.53,17.6,7.1,23.6,24.50,0%,A,C,27.02,27.02,100,,60,6,Y,23,,12.75,2.8
Jordan Poole,,,PG/SG,GSW,@ HOU,23rd,120.50,4400,3.9,41.6,17.4,1.9,0.94,33.91,20.04,10.77,12.94,24.1,8.8,18.5,23.25,0%,C,D,20.14,20.14,100,,38,4.6,,25,,34.25,7.8
Daniel Theis,,,PF/C,CHI,@ ATL,20th,104.75,4400,14.6,52.1,21.7,1.7,0.90,32.32,11.63,10.73,10.26,15.6,7.1,24.2,31.75,0%,A,C,27.33,27.33,100,,51,6.2,Y,29,,21.25,4.8
Cam Reddish,,,SG,ATL,vs CHI,2nd,112.75,4400,0,17,21.4,1.3,0.74,26.76,9.64,8.50,0,18.9,10.1,28.8,0.00,0%,,,0.00,0.00,100,,60,0,,,,,
Grayson Allen,,,SG/SF,MEM,@ ORL,21st,114.50,4400,0,18.5,21.1,2.1,0.83,29.77,9.36,9.25,0,16.6,8.5,25.5,0.00,0%,D,D,0,0,100,,56,0,,,,,
Edmond Sumner,,,SG/SF,IND,@ OKC,5th,120.50,4400,9.7,39.7,12.8,0.9,0.78,28.07,24.78,8.56,18.59,19.2,5.4,16.4,27.00,0%,A,C,27.88,27.88,100,,33,6.3,Y,12,,14.75,3.4
Cody Martin,,,SF,CHA,vs DET,24th,112.25,4300,1.7,31.9,12.3,1.7,0.74,26.63,17.03,8.65,8.75,13.1,3.8,16.7,18.50,0%,B,D,21.98,21.98,100,,30,5.1,Y,24,,19.00,4.4
James Wiseman,,,C,GSW,@ HOU,23rd,120.50,4300,0,14.9,21.6,0.7,1.01,36.29,11.50,7.46,0,24.7,9.5,21.4,0.00,0%,,,0.00,0.00,100,,65,0,,,,,
Taurean Prince,,,SF,CLE,vs MIA,8th,99.00,4300,0,19.2,19.3,1.9,0.88,31.50,10.14,9.58,0,19.9,8.0,22.0,0.00,0%,,,0.00,0.00,100,,50,0,,,,,
Malachi Flynn,,,PG,TOR,@ UTA,23rd,104.50,4300,6.5,55.3,15.0,2.7,0.86,30.90,15.41,13.94,13.16,19.1,6.0,17.4,30.75,0%,A,C,25.58,25.58,100,,7,5.9,Y,36,,27.75,6.5
Nicolas Batum,,,SF/PF,LAC,vs DEN,12th,113.25,4300,9.7,36.4,21.3,2.3,0.76,27.35,8.26,7.64,6.14,12.0,6.3,28.1,26.75,0%,E,D,16.38,16.38,100,,64,3.8,,19,,9.25,2.2
Danuel House,,,SF/PF,HOU,vs GSW,26th,112.50,4200,0,17.7,18.9,1.8,0.71,25.34,8.43,8.83,0,14.9,7.6,26.8,0.00,0%,,,0,0,100,,53,0,,,,,
Brandon Goodwin,,,PG,ATL,vs CHI,3rd,112.75,4200,0,20.9,10.7,2.1,0.78,27.86,14.90,8.94,1.45,20.2,5.0,13.8,3.50,0%,,,0.86,0.86,100,,16,0.2,,,,,
Lauri Markkanen,,,PF/C,CHI,@ ATL,20th,104.75,4200,8.9,42.1,24.4,0.9,0.91,32.93,9.36,9.48,6.63,20.3,10.8,26.7,25.50,0%,B,D,21.84,21.84,100,,61,5.2,,23,,24.25,5.8
Justin Holiday,,,SF,IND,@ OKC,7th,120.50,4200,7.9,36.4,21.3,1.6,0.70,25.19,8.57,8.15,5.95,14.1,8.7,30.5,25.00,0%,C,D,19.01,19.01,100,,62,4.5,,21,,22.25,5.3
Daniel Gafford,,,C,WAS,@ DAL,18th,114.25,4200,6.1,37.9,15.9,0.5,1.12,40.30,13.83,9.10,6.72,16.3,4.0,14.2,17.50,0%,D,D,18.2,18.2,100,,43,4.3,,25,,21.75,5.2
De'Anthony Melton,,,PG/SG,MEM,@ ORL,22nd,114.50,4100,8.3,46.3,21.8,2.7,1.06,38.14,12.55,10.88,7.84,19.8,7.9,20.5,22.50,0%,A,C,23.53,23.53,100,,50,5.7,,19,,29.00,7.1
James Johnson,,,SF/PF,NOP,@ MIN,2nd,120.75,4100,3.2,38,17.1,2.0,0.86,31.11,14.42,9.94,6.91,15.9,6.1,19.8,17.25,0%,C,D,18.55,18.55,100,,42,4.5,,21,,11.50,2.8
Jeremy Lamb,,,SG/SF,IND,@ OKC,7th,120.50,4100,0,20.7,20.5,1.5,0.97,34.79,11.63,10.35,0,18.7,7.7,21.2,0.00,0%,E,E,0,0,100,,50,0,,,,,
KJ Martin Jr.,,,PF,HOU,vs GSW,26th,112.50,4000,6.9,38.6,16.8,0.6,0.82,29.71,13.86,9.05,8.76,14.6,5.4,20.4,22.75,0%,B,D,20.34,20.34,100,,46,5.1,,33,,29.25,7.3
Jaylen Nowell,,,PG/SG,MIN,vs NOP,10th,117.75,4000,0,18.9,16.7,1.6,0.89,31.95,13.28,9.45,0,22.1,8.4,18.8,0.00,0%,E,E,1.36,1.36,100,,43,0.3,,,,,
Isaiah Thomas,,,PG,NOP,@ MIN,2nd,120.75,4000,0,11.6,12.0,1.7,0.75,27.00,6.56,5.79,0,29.4,9.0,16.0,0.00,0%,,,0.00,0.00,100,,52,0,,,,,
Frank Jackson,,,SG,DET,@ CHA,24th,104.25,3900,9.1,40.7,13.4,0.7,0.78,28.38,16.68,9.05,13.9,21.4,6.6,17.1,30.00,0%,A,C,23.64,23.64,100,,32,6.1,,34,,42.25,10.8
Sterling Brown,,,SG/SF,HOU,vs GSW,16th,112.50,3900,0,17.7,18.3,1.4,0.76,27.33,10.57,8.86,0,13.4,6.5,24.1,0.00,0%,,,0,0,100,,52,0,,,,,
Juan Toscano-Anderson,,,PF/C,GSW,@ HOU,15th,120.50,3900,6.8,43.3,15.9,2.4,0.82,29.59,13.03,10.43,9.23,10.0,3.7,19.3,25.50,0%,A,C,22.38,22.38,100,,34,5.7,,34,,36.00,9.2
Brandon Clarke,,,PF/C,MEM,@ ORL,22nd,114.50,3900,10.1,37.4,23.7,1.7,0.96,34.62,9.55,7.78,5.17,17.1,8.6,24.6,19.50,0%,C,D,19.18,19.18,100,,67,4.9,,,,,
Kenrich Williams,,,SG/SF,OKC,vs IND,21st,112.50,3900,1.8,34.7,18.0,2.2,0.84,30.27,11.05,9.39,5.99,14.5,5.9,21.4,19.50,0%,E,D,0,0,100,,48,0,,19,,21.25,5.4
Davis Bertans,,,PF,WAS,@ DAL,18th,114.25,3900,8.4,39.6,19.3,0.9,0.78,27.98,11.77,8.93,8.01,16.2,8.2,24.8,24.50,0%,D,D,17.43,17.43,100,,54,4.5,,26,,11.25,2.9
DeMarcus Cousins,,,C,LAC,vs DEN,10th,113.25,3900,0,31.5,23.6,2.1,1.29,46.46,19.60,12.83,2.45,26.6,7.8,18.3,4.50,0%,E,E,8.95,8.95,100,,46,2.3,,14,,26.25,6.7
Hamidou Diallo,,,SF,DET,@ CHA,24th,104.25,3800,0,21,22.3,2.0,0.98,35.15,11.67,10.49,0,22.4,8.6,22.8,0.00,0%,,,0,0,100,,53,0,,,,,
Kevon Looney,,,C,GSW,@ HOU,19th,120.50,3800,13.7,35.1,14.0,1.9,0.79,28.43,10.05,6.12,7.12,10.0,3.1,17.8,25.50,0%,A,C,24.86,24.86,100,,56,6.5,Y,25,,17.75,4.7
Onyeka Okongwu,,,C,ATL,vs CHI,3rd,112.75,3800,0,19,10.0,0.2,0.87,31.18,12.57,7.23,1.66,13.5,2.7,11.5,4.75,0%,E,E,1.14,1.14,100,,28,0.3,,14,,7.25,1.9
Jaden McDaniels,,,PF,MIN,vs NOP,12th,117.75,3800,10.8,39.4,16.4,1.1,0.69,24.80,24.86,8.18,20.72,14.0,5.9,23.8,30.00,0%,A,D,21.23,21.23,100,,50,5.6,Y,35,,15.25,4
Goga Bitadze,,,C,IND,@ OKC,5th,120.50,3800,0,15.9,13.5,0.7,1.15,41.51,17.56,7.93,0,18.2,4.3,11.7,0.00,0%,E,E,0,0,100,,41,0,,,,,
Solomon Hill,,,PF,ATL,vs CHI,3rd,112.75,3700,0,23.8,12.1,1.0,0.55,19.85,9.96,7.08,4.01,10.7,4.4,21.9,14.50,0%,E,E,9.35,9.35,100,,41,2.5,,13,,1.25,0.3
Patrick Williams,,,SF/PF,CHI,@ ATL,20th,104.75,3700,10.6,37.9,19.6,1.4,0.70,25.15,8.51,7.82,7.27,15.1,7.4,28.1,30.75,0%,B,D,20.16,20.16,100,,60,5.4,Y,33,,26.00,7
Naz Reid,,,PF/C,MIN,vs NOP,11th,117.75,3700,5.8,40,21.3,1.0,1.12,40.06,14.13,9.78,6.67,22.8,8.2,19.1,17.00,0%,B,D,18.78,18.78,100,,54,5.1,,22,,28.75,7.8
Ty Jerome,,,PG/SG,OKC,vs IND,28th,112.50,3700,7.5,32.4,21.0,3.6,0.87,31.31,9.37,7.12,5.66,18.6,8.5,24.1,21.75,0%,A,C,22.84,22.84,100,,66,6.2,,,,,
JaKarr Sampson,,,PF/C,IND,@ OKC,6th,120.50,3700,0,13.1,8.4,0.1,0.81,29.01,13.91,6.57,0,19.3,3.4,10.4,0.00,0%,,,0,0,100,,22,0,,,,,
Maxi Kleber,,,PF/C,DAL,vs WAS,9th,118.25,3700,11.1,37.1,18.7,1.4,0.69,24.83,8.79,7.43,6.59,10.5,5.4,27.2,27.00,0%,A,D,20.89,20.89,100,,60,5.6,Y,27,,23.75,6.4
Georges Niang,,,PF,UTA,vs TOR,21st,111.50,3700,7.7,35.3,11.9,0.8,0.79,28.54,13.19,7.87,9.43,16.3,5.2,15.0,25.75,0%,A,D,21.51,21.51,100,,34,5.8,Y,23,,3.75,1
Austin Rivers,,,PG,DEN,@ LAC,17th,108.25,3700,5.9,38,14.5,2.0,0.67,23.95,10.96,9.18,8.37,15.6,6.4,21.7,27.50,0%,C,D,17.76,17.76,100,,37,4.8,,26,,14.00,3.8
Garrett Temple,,,SG/SF,CHI,@ ATL,18th,104.75,3600,11.2,38.7,17.3,2.2,0.64,22.90,9.19,7.85,8.11,13.5,6.9,27.1,31.75,0%,A,D,20.74,20.74,100,,55,5.8,Y,28,,15.75,4.4
Dean Wade,,,PF/C,CLE,vs MIA,8th,99.00,3600,0.3,35.9,12.6,1.1,0.73,26.41,15.60,10.17,9.21,13.5,4.4,17.2,21.25,0%,C,D,16.97,16.97,100,,19,4.7,,30,,25.00,6.9
R.J. Hampton,,,PG/SG,ORL,vs MEM,5th,103.50,3600,6.5,36.6,11.7,1.0,0.74,26.56,12.36,8.60,9.1,19.0,5.1,15.9,26.50,0%,B,D,19.45,19.45,100,,26,5.4,,30,,41.25,11.5
Doug McDermott,,,PF,IND,@ OKC,6th,120.50,3600,12.9,40.8,20.7,1.3,0.86,30.85,10.49,7.96,8.45,20.1,9.8,24.1,29.00,0%,A,C,23.87,23.87,100,,62,6.6,Y,27,,38.75,10.8
Trey Burke,,,PG/SG,DAL,vs WAS,7th,118.25,3600,0,30.4,11.9,1.4,0.79,28.44,15.41,9.25,5.67,19.6,5.8,15.1,13.25,0%,E,E,1.25,1.25,100,,22,0.3,,12,,7.50,2.1
Ishmael Smith,,,PG,WAS,@ DAL,24th,114.25,3600,8.5,31.9,18.3,4.2,0.90,32.31,9.68,6.69,5.04,15.3,6.3,20.3,18.75,0%,B,D,18.85,18.85,100,,63,5.2,,24,,15.00,4.2
Paul Millsap,,,PF/C,DEN,@ LAC,15th,108.25,3600,2.8,30.2,20.6,1.7,0.98,35.34,13.68,7.83,5.61,18.4,6.9,21.0,14.75,0%,E,E,12.68,12.68,100,,62,3.5,,15,,16.75,4.7
Tomas Satoransky,,,PG,CHI,@ ATL,18th,104.75,3500,6.7,35.2,19.8,4.8,0.85,30.73,10.11,8.13,6.11,15.3,5.8,23.2,21.75,0%,A,D,21.61,21.61,100,,59,6.2,,17,,15.50,4.4
Juan Hernangomez,,,SF/PF,MIN,vs NOP,10th,117.75,3500,2.6,38.4,14.6,0.6,0.85,30.86,15.50,10.24,9.04,17.6,5.6,17.1,21.00,0%,B,D,17.92,17.92,100,,30,5.1,,21,,26.25,7.5
Alex Len,,,C,WAS,@ DAL,22nd,114.25,3500,6.5,41.5,15.3,0.8,0.99,35.52,14.29,9.99,7.64,16.9,4.5,15.5,19.25,0%,D,D,15.62,15.62,100,,35,4.5,Y,5,,2.75,0.8
Rajon Rondo,,,PG,LAC,vs DEN,11th,113.25,3500,6.1,34.8,14.8,4.1,0.91,32.84,13.23,8.19,6.89,16.9,4.5,16.2,18.75,0%,C,D,17.4,17.4,100,,45,5,,30,,37.75,10.8
Dewayne Dedmon,,,C,MIA,@ CLE,1st,110.00,3400,2.2,25.3,18.5,0.4,1.38,49.88,18.00,6.61,5.88,22.3,4.4,13.4,11.75,0%,E,E,13.2,13.2,100,,64,3.9,,13,,8.50,2.5
Jaxson Hayes,,,C,NOP,@ MIN,2nd,120.75,3400,8.6,33,13.5,0.5,0.91,32.69,12.89,6.99,6.45,14.5,3.8,14.9,18.00,0%,A,D,20.45,20.45,100,,48,6,,25,,23.50,6.9
Svi Mykhailiuk,,,SG,OKC,vs IND,28th,112.50,3400,4.3,37,15.7,1.7,0.78,27.87,12.74,9.36,8.58,18.8,7.2,20.2,24.25,0%,B,D,18.5,18.5,100,,40,5.4,,20,,18.25,5.4
Monte Morris,,,PG/SG,DEN,@ LAC,17th,108.25,3400,0,13.6,20.0,3.2,0.77,27.54,8.47,6.79,0,16.5,8.3,26.1,0.00,0%,,,0.00,0.00,100,,66,0,,,,,
Brad Wanamaker,,,PG/SG,CHA,vs DET,27th,112.25,3300,1,24.7,13.2,2.9,0.77,27.88,11.16,6.77,4.19,17.0,5.0,17.1,13.50,0%,D,E,14.79,14.79,100,,49,4.5,,12,,2.25,0.7
D.J. Wilson,,,C,HOU,vs GSW,26th,112.50,3300,5.1,36.3,11.7,0.6,0.97,34.99,10.21,8.90,5.67,20.3,4.7,12.1,20.00,0%,A,D,19.35,19.35,100,,24,5.9,,25,,18.50,5.6
Damion Lee,,,SG/SF,GSW,@ HOU,23rd,120.50,3300,0,13.4,14.4,1.3,0.76,27.41,11.10,6.71,0,12.8,4.8,19.0,0.00,0%,,,0,0,100,,53,0,,,,,
Moritz Wagner,,,PF/C,ORL,vs MEM,4th,103.50,3300,13.7,46.3,12.3,1.1,0.94,33.66,15.65,9.31,12.39,16.7,4.1,13.1,28.50,0%,A,C,25.79,25.79,100,,24,7.8,Y,34,,36.25,11
Dwight Powell,,,C,DAL,vs WAS,9th,118.25,3300,8.8,36.7,12.5,0.8,0.83,29.64,13.33,7.95,8.61,12.9,3.2,15.1,23.25,0%,C,D,15.96,15.96,100,,36,4.8,Y,19,,14.75,4.5
JaMychal Green,,,PF,DEN,@ LAC,15th,108.25,3300,3.8,33.1,17.5,0.8,0.93,33.53,15.01,8.37,7.82,18.8,6.4,18.8,18.75,0%,E,E,9.86,9.86,100,,52,3,,20,,23.75,7.2
Cody Zeller,,,C,CHA,vs DET,18th,112.25,3200,0,25.4,22.3,1.9,1.07,38.48,11.11,9.31,1.93,18.4,6.7,20.8,6.25,0%,C,D,15.69,15.69,100,,58,4.9,,,,,
Anthony Lamb,,,SF/PF,HOU,vs GSW,26th,112.50,3200,0,21.4,7.9,0.4,0.64,22.91,22.07,8.01,4.9,16.3,4.0,12.4,8.00,0%,E,E,7.04,7.04,100,,0,2.2,,7,,0.00,
Mychal Mulder,,,PG/SG,GSW,@ HOU,22nd,120.50,3200,5.7,30.1,7.8,0.4,0.67,24.09,14.89,6.95,9.51,14.0,3.9,11.7,23.00,0%,A,D,17.8,17.8,100,,11,5.6,,23,,25.25,7.9
Tony Snell,,,SG/SF,ATL,vs CHI,3rd,112.75,3200,0.7,26.5,11.9,1.3,0.56,20.35,10.34,7.38,5.74,9.2,3.7,21.1,20.00,0%,E,E,5.29,5.29,100,,38,1.7,Y,21,,8.50,2.7
Javonte Green,,,SG,CHI,@ ATL,18th,104.75,3200,0,12.1,7.4,0.4,0.64,23.36,12.67,6.04,0,13.6,2.4,11.5,0.00,0%,E,E,1.07,1.07,100,,18,0.3,,,,,
Andre Iguodala,,,SF/PF,MIA,@ CLE,3rd,110.00,3200,5.8,30.6,15.4,2.2,0.72,25.83,10.66,7.09,6.29,11.4,4.1,21.5,21.25,0%,E,E,12.73,12.73,100,,54,4,,23,,21.75,6.8
Isaiah Hartenstein,,,C,CLE,vs MIA,8th,99.00,3200,0,20.2,13.7,1.1,1.14,41.10,14.12,10.10,0,18.9,3.5,12.0,0.00,0%,E,E,0,0,100,,26,0,,,,,
Desmond Bane,,,SG/SF,MEM,@ ORL,22nd,114.50,3200,6.3,32.2,17.4,1.7,0.79,28.50,10.09,7.40,5.89,16.0,7.2,22.0,21.00,0%,A,D,18.26,18.26,100,,57,5.7,Y,31,,12.00,3.8
Tony Bradley,,,C,OKC,vs IND,25th,112.50,3200,0,35.1,17.1,0.8,1.06,38.04,11.84,10.57,4.11,15.1,4.6,16.2,12.50,0%,E,E,12.54,12.54,100,,38,3.9,,23,,31.00,9.7
Aaron Holiday,,,PG/SG,IND,@ OKC,5th,120.50,3200,4.7,34.9,12.8,1.7,0.74,26.95,13.86,8.62,8.09,20.1,6.6,17.2,21.00,0%,B,D,17.57,17.57,100,,33,5.5,,24,,24.25,7.6
Willie Cauley-Stein,,,C,DAL,vs WAS,8th,118.25,3200,7.6,38,13.9,0.7,0.81,29.24,11.82,8.67,6.48,12.7,3.6,17.2,19.75,0%,A,D,19.28,19.28,100,,38,6,,27,,28.50,8.9
Paul Watson,,,SG,TOR,@ UTA,23rd,104.50,3200,0,18.5,8.5,0.7,0.75,27.09,29.99,9.25,0,16.1,3.2,11.3,0.00,0%,,,0,0,100,,0,0,,,,,
Ersan Ilyasova,,,PF/C,UTA,vs TOR,21st,111.50,3200,0,25.1,9.3,0.2,1.02,36.92,18.93,10.82,1.84,17.2,3.1,9.1,3.50,0%,E,E,5.13,5.13,100,,0,1.6,,9,,7.50,2.3
Yogi Ferrell,,,PG,LAC,vs DEN,11th,113.25,3200,0,16.6,15.4,3.0,1.10,39.60,7.13,8.31,0,18.7,6.2,14.0,0.00,0%,E,E,1.3,1.3,100,,46,0.4,,,,,
Shaquille Harrison,,,PG/SF,DEN,@ LAC,17th,108.25,3200,7.5,25.9,4.7,0.5,0.71,25.68,18.54,5.25,7.73,18.5,1.8,6.6,15.00,0%,E,E,12.56,12.56,100,,0,3.9,,15,,8.00,2.5
Sekou Doumbouya,,,PF,DET,@ CHA,25th,104.25,3100,10.8,32.2,8.9,0.7,0.65,23.48,12.13,6.12,10.19,16.8,4.3,13.7,30.25,0%,A,D,19.91,19.91,100,,31,6.4,Y,27,,16.75,5.4
Bismack Biyombo,,,C,CHA,vs DET,18th,112.25,3100,3.2,30.3,15.8,1.3,0.76,27.47,9.05,7.74,4.15,11.7,3.7,20.7,16.50,0%,E,E,9.41,9.41,100,,51,3,,28,,29.25,9.4
Denzel Valentine,,,SG/SF,CHI,@ ATL,18th,104.75,3100,0,31.6,14.9,1.6,0.87,31.23,12.21,9.09,5.09,19.3,6.8,17.2,15.00,0%,A,D,18.04,18.04,100,,39,5.8,,16,,16.00,5.2
Damyean Dotson,,,SG/SF,CLE,vs MIA,8th,99.00,3100,2.6,33.2,13.2,2.1,0.69,24.88,10.68,8.73,6.97,17.2,6.3,19.1,23.50,0%,C,D,15.23,15.23,100,,34,4.9,,16,,10.50,3.4
Justise Winslow,,,PF,MEM,@ ORL,20th,114.50,3100,3.2,27.5,16.2,1.9,0.82,29.46,10.72,6.93,4.62,21.2,8.1,19.7,15.50,0%,E,E,11.18,11.18,100,,57,3.6,,14,,14.25,4.6
Jordan McLaughlin,,,PG,MIN,vs NOP,10th,117.75,3100,1.5,26.9,15.9,4.0,0.84,30.39,10.96,7.25,3.96,13.7,4.9,18.9,13.00,0%,E,E,11.67,11.67,100,,54,3.8,,12,,6.25,2
Josh Okogie,,,SG/SF,MIN,vs NOP,11th,117.75,3100,7,30.1,13.3,1.1,0.63,22.85,8.13,6.59,4.86,12.5,4.5,21.0,21.50,0%,D,E,12.57,12.57,100,,50,4.1,Y,17,,11.75,3.8
Kelan Martin,,,SF/PF,IND,@ OKC,6th,120.50,3100,3,19.3,5.5,0.4,0.93,33.26,27.61,4.67,8.82,18.9,2.4,5.9,11.50,0%,D,E,12.43,12.43,100,,15,4,,15,,15.00,4.8
Cassius Winston,,,PG,WAS,@ DAL,24th,114.25,3100,0,8.9,3.9,0.6,0.80,28.86,25.12,4.46,0,21.6,1.7,4.9,0.00,0%,E,E,0.99,0.99,100,,0,0.3,,,,,
Derrick Favors,,,C,UTA,vs TOR,21st,111.50,3100,7.5,27.2,16.3,0.7,1.07,38.24,11.60,5.63,4.51,13.6,3.7,15.3,14.00,0%,C,D,15.04,15.04,100,,65,4.9,,14,,14.25,4.6
Jarrell Brantley,,,SF,UTA,vs TOR,21st,111.50,3100,0,15.8,4.9,0.5,0.96,34.85,28.73,5.72,3.79,16.9,1.7,5.1,4.75,0%,E,E,5.54,5.54,100,,0,1.8,,,,,
Yuta Watanabe,,,PF,TOR,@ UTA,23rd,104.50,3100,4.6,31.7,11.1,0.7,0.80,29.06,13.01,7.76,6.96,10.9,3.3,13.8,19.25,0%,B,D,16.32,16.32,100,,30,5.3,,14,,8.25,2.7
Patrick Beverley,,,PG,LAC,vs DEN,11th,113.25,3100,0,18.9,19.3,2.1,0.82,29.60,13.25,9.43,0,14.8,6.1,23.5,0.00,0%,,,0.00,0.00,100,,51,0,,,,,
Tyler Cook,,,PF/C,DET,@ CHA,25th,104.25,3000,8.5,28.4,7.6,0.5,0.64,23.21,12.44,5.68,8.38,12.9,2.6,11.8,24.25,0%,A,D,17.96,17.96,100,,25,6,,21,,23.75,7.9
Saben Lee,,,PG,DET,@ CHA,16th,104.25,3000,4.4,37.2,14.0,3.3,0.92,33.30,13.38,9.38,7.43,15.3,4.1,15.2,20.00,0%,A,D,21.51,21.51,100,,33,7.2,,16,,13.75,4.6
Dennis Smith Jr.,,,PG,DET,@ CHA,16th,104.25,3000,0,21.3,18.0,3.3,0.98,35.34,14.39,10.63,0,20.8,6.3,18.3,0.00,0%,,,0.00,0.00,100,,41,0,,,,,
Jahlil Okafor,,,C,DET,@ CHA,16th,104.25,3000,0,9.4,8.4,0.6,0.74,26.92,13.12,4.71,0,16.7,3.2,11.3,0.00,0%,,,0,0,100,,44,0,,,,,
Deividas Sirvydis,,,SG,DET,@ CHA,25th,104.25,3000,4.1,12.9,2.2,0.1,0.81,29.25,30.68,2.51,8.74,28.1,1.1,2.7,10.25,0%,C,E,13.73,13.73,100,,0,4.6,,8,,3.75,1.3
Rodney McGruder,,,SG/SF,DET,@ CHA,24th,104.25,3000,0,20.5,10.2,1.0,0.84,30.15,18.74,10.25,0,16.3,4.4,12.1,0.00,0%,,,0.00,0.00,100,,0,0,,,,,
Grant Riller,,,PG,CHA,vs DET,27th,112.25,3000,0,6.3,4.2,0.6,1.05,37.80,38.01,3.17,0,21.9,1.8,4.0,0.00,0%,,,0.00,0.00,100,,25,0,,,,,
Nate Darling,,,SG,CHA,vs DET,20th,112.25,3000,0,4.8,2.4,0.2,0.60,21.38,17.71,2.38,0,16.2,1.2,4.0,0.00,0%,,,0.00,0.00,100,,1,0,,,,,
